""	X8751ID	X8756ID	X875aID	X8827ID	X882gID	X882kID	X882mID	X888eID	X888qID	X888uID	X894cID	X894fID	X894iID	X8751IQ	X8756IQ	X875aIQ	X8827IQ	X882gIQ	X882kIQ	X882mIQ	X888eIQ	X888qIQ	X888uIQ	X894cIQ	X894fIQ	X894iIQ
GB53547	5	25	65	27	9	8	44	16	6	10	90	44	29	1	12	58	24	3	8	45	16	6	10	34	41	26
GB53550	16712	47959	65388	24192	19345	56836	59723	25524	68200	11471	38852	82327	7291	17477	49824	67057	24503	20065	75275	60023	25410	68205	11467	38752	82789	7283
GB53553	16	8	25	0	3	3	1	6	0	0	13	11	4	0	0	17	0	4	1	0	6	0	0	6	1	0
GB53554	20	23	362	40	54	33	106	37	106	2	179	178	52	10	40	256	24	50	51	90	22	81	0	95	88	6
GB53555	5	4	47	25	9	3	46	3	9	0	21	16	4	1	2	32	8	5	2	31	2	6	0	1	5	2
GB53556	10	105	299	4	10	4	27	16	76	40	63	7	19	3	119	320	2	21	13	27	1	73	37	54	20	18
GB53557	92	232	2143	55	106	50	115	44	217	476	968	609	88	102	201	2156	48	92	57	120	20	130	479	1076	562	55
GB53558	11	20	90	7	8	8	16	9	32	11	29	37	13	14	16	88	14	18	8	8	6	23	5	17	32	9
GB53559	1	4	10	4	0	8	10	0	0	0	6	2	0	1	4	10	5	0	9	10	0	0	0	8	2	0
GB53562	213	612	1207	197	216	413	530	103	881	236	790	464	171	142	328	892	231	213	441	576	64	481	134	841	565	228
GB53565	1	5	12	1	2	1	3	0	1	0	2	3	3	0	0	9	1	2	1	3	0	0	0	1	2	4
GB53566	36	60	85	19	30	54	71	31	44	18	79	86	6	37	60	85	19	30	54	71	31	44	18	79	86	6
GB53569	0	7	7	3	0	2	6	0	9	1	2	2	3	0	5	8	3	0	1	5	0	6	1	3	2	3
GB53570	1	22	2	0	7	2	7	0	32	0	1	12	11	0	19	0	0	6	3	7	0	32	0	1	12	10
GB53571	46	78	176	29	39	26	36	10	70	1	148	93	25	12	5	73	15	21	10	26	2	55	1	41	18	5
GB53574	218	1378	1404	432	356	1229	1120	168	1464	178	1484	1741	396	191	1414	1292	430	388	1294	1209	180	1826	177	1330	1749	358
GB53575	0	4	7	1	1	0	0	2	5	2	7	18	0	0	2	9	4	1	0	0	0	5	2	7	24	0
GB53576	1	8	1	2	6	6	2	1	4	3	7	19	2	0	8	2	2	6	6	2	0	4	3	9	23	2
GB53577	0	3	3	6	13	20	24	6	5	1	5	19	2	0	13	3	6	13	20	24	0	2	2	5	22	2
GB53582	762	766	2907	482	387	684	759	205	1038	459	1155	874	239	609	787	2430	495	402	697	759	238	1159	465	1126	885	239
GB53588	0	1	1	2	0	0	0	0	1	0	0	1	0	0	0	1	2	0	1	1	1	0	0	0	0	0
GB53589	2	4	20	23	11	6	14	1	0	4	11	23	7	2	9	16	23	11	6	14	1	0	4	10	9	3
GB53592	0	18	34	8	3	0	0	4	6	12	2	8	0	0	18	34	8	3	0	0	4	6	12	2	8	0
GB53593	11	5	17	2	7	7	4	3	18	3	9	8	1	4	3	8	2	1	3	0	0	12	1	7	6	1
GB53595	0	28	87	25	22	20	72	13	8	8	44	44	17	0	31	92	24	22	20	72	12	8	8	43	44	17
GB53596	17	42	467	279	117	262	281	67	212	76	350	235	2	15	40	464	276	80	269	281	51	163	85	327	227	0
GB53598	1	6	11	11	11	16	15	2	19	3	6	4	3	4	4	17	12	8	6	11	3	25	3	4	8	2
GB53602	1	1	1	0	0	2	1	1	0	0	3	1	0	1	1	1	2	0	2	3	1	0	0	2	0	0
GB53603	1	1	3	1	1	0	1	0	1	3	1	1	1	0	0	1	1	1	0	0	0	1	3	1	1	0
GB53611	10	13	18	12	12	17	9	4	18	7	22	17	11	10	13	18	12	12	17	9	4	17	7	22	17	8
GB53616	0	2	2	1	0	2	0	1	0	0	1	1	0	0	2	2	0	0	2	0	1	0	0	1	1	0
GB53620	4	8	14	1	1	4	4	1	1	3	4	4	1	4	8	14	0	0	0	6	1	1	3	3	4	2
GB53632	46	91	57	85	114	90	104	15	87	23	139	350	46	52	69	62	87	113	90	104	14	64	13	69	146	29
GB53635	18	15	3	0	0	0	0	0	0	3	12	0	0	9	6	9	0	0	0	0	0	0	3	18	0	0
GB53636	1827	563	453	460	803	104	174	476	427	245	327	557	206	1837	573	453	460	803	104	174	474	427	244	330	557	204
GB53639	44	38	115	57	2	121	43	17	27	1	154	63	2	44	40	117	56	1	123	44	17	31	0	147	58	0
GB53645	56	134	211	15	72	31	58	4	118	6	88	54	36	63	112	197	3	52	11	59	8	118	17	40	83	16
GB53647	14	41	75	36	53	18	22	12	19	1	43	109	10	14	41	74	30	45	28	18	0	4	3	33	75	8
GB53655	155	96	223	75	58	84	103	48	133	41	201	170	35	155	96	223	75	56	85	103	48	127	41	200	170	35
GB53660	0	0	6	0	0	1	0	0	1	1	1	1	1	0	1	6	0	0	1	0	0	1	1	0	1	0
GB53672	51121	17597	40201	32728	23714	19594	30005	23686	51104	5483	34698	45431	14293	49608	17566	40202	31937	23140	19215	29283	23619	51215	5478	34660	46291	14242
GB53673	5	3	24	0	1	1	3	0	1	2	1	1	0	1	1	8	1	1	1	3	0	3	7	3	1	0
GB53680	3	7	11	4	7	10	21	2	12	1	16	11	2	3	6	11	4	7	18	21	1	9	1	22	11	2
GB53681	10	35	88	32	12	48	60	17	42	4	76	52	26	10	34	84	32	12	48	60	17	42	4	76	52	26
GB53682	10	135	376	4	4	9	115	165	592	36	192	145	67	12	135	373	2	5	9	120	166	591	35	181	134	66
GB53683	3	9	15	2	3	2	4	0	0	4	14	5	0	3	9	15	2	3	2	4	0	0	4	14	5	0
GB53687	0	1	6	3	2	2	1	0	2	1	5	5	2	0	1	4	0	1	1	3	0	4	1	3	3	0
GB53688	75	85	81	16	11	15	8	5	12	6	16	9	4	45	32	10	10	5	16	2	1	7	3	10	11	0
GB53690	10	10	27	14	1	9	9	7	2	9	8	19	0	10	10	27	14	1	9	9	4	0	4	8	19	0
GB53700	18	52	51	8	22	27	36	23	41	15	44	42	8	18	52	51	8	22	27	36	23	41	15	0	0	0
GB53701	12	30	114	15	48	14	21	6	57	12	185	66	17	15	22	177	7	11	6	19	4	70	20	179	66	16
GB53702	8	2	9	8	4	10	11	7	4	2	21	8	1	1	12	5	0	0	2	0	7	6	2	21	8	1
GB53705	19	25	42	24	22	59	73	24	28	3	57	77	15	0	27	33	4	0	1	0	24	28	3	57	77	14
GB53719	234	229	404	251	178	354	274	142	180	102	258	374	77	239	257	409	251	178	353	275	142	180	102	258	374	77
GB53724	0	0	2	0	2	0	1	0	0	1	0	3	0	0	0	0	0	2	0	1	0	0	1	0	3	0
GB53731	6	7	15	5	4	2	3	3	7	0	18	15	2	6	6	14	3	3	4	1	1	6	0	22	5	2
GB53732	4	6	17	28	41	10	12	1	10	0	20	57	7	4	6	16	28	40	10	12	0	4	2	20	57	7
GB53735	57	224	313	377	181	394	355	131	660	35	37	111	95	59	213	342	353	168	394	346	90	629	2	32	128	10
GB53740	0	3	4	1	0	0	2	0	9	1	1	4	0	0	0	0	1	0	0	2	0	9	1	1	4	0
GB53742	23	13	13	7	12	16	2	10	9	3	28	29	7	22	14	14	7	12	16	2	0	1	2	28	29	7
GB53743	1119	932	339	7	19	8	515	3	419	410	317	518	411	1134	929	316	4	9	8	518	14	423	407	14	713	205
GB53744	1178	471	1186	429	410	239	345	232	521	288	507	477	210	1191	527	1190	406	371	238	344	232	531	288	507	477	209
GB53745	332	134	334	116	106	68	98	64	146	72	142	136	52	340	150	340	116	106	68	98	64	146	73	142	136	52
GB53746	29646	14236	34681	11703	10329	7146	9459	5080	13796	6717	13578	14080	4661	30519	15480	31568	9424	8670	6391	9323	5504	15260	6202	13895	12822	4761
GB53747	14336	7482	18231	5686	5615	4072	5224	2910	8824	2844	6858	7273	2073	14501	7679	13948	3316	3340	2980	4861	3883	12138	2258	6451	4868	1887
GB53749	102	248	522	71	164	470	402	114	360	131	763	564	80	111	256	7	71	164	470	402	114	360	131	763	564	80
GB53751	1	4	1	1	0	4	4	1	1	1	2	4	2	0	2	1	0	0	3	2	1	1	2	2	4	2
GB53758	0	1	4	0	0	0	0	0	0	0	1	1	0	0	1	4	0	0	0	0	0	0	0	0	1	0
GB53769	8	20	30	0	2	5	3	1	6	16	29	19	0	8	20	33	0	2	5	4	1	6	16	29	19	0
GB53771	267	433	425	81	37	233	43	5	402	33	394	270	34	256	426	383	87	38	257	32	5	379	32	364	250	4
GB53773	2581	3203	6102	955	520	1335	1629	504	3673	1041	3626	1737	568	2585	3204	6106	1197	721	1620	3064	499	3674	1039	2872	2291	409
GB53775	864	687	494	561	287	363	927	714	1020	121	875	1922	257	864	687	495	551	270	476	867	402	671	143	430	2108	60
GB53778	65	96	171	52	45	32	88	44	90	23	166	112	28	66	96	169	51	34	84	89	21	45	19	90	89	17
GB53782	1059	648	5011	643	558	807	1535	431	1436	435	1378	1498	208	1056	652	5006	628	553	814	1510	427	1460	398	1412	1513	206
GB53783	745	1484	3814	738	1427	1185	2225	301	3211	647	1196	2501	475	741	1486	3816	739	1426	1186	2224	299	3197	637	1159	2433	474
GB53785	231	550	335	267	364	232	299	143	441	166	257	332	100	233	552	334	266	364	233	300	143	441	166	256	333	99
GB53787	96	85	166	58	110	62	99	29	90	88	144	54	43	98	82	183	53	96	63	85	18	55	2	62	44	17
GB53790	147	150	880	84	77	77	182	77	241	23	215	245	64	147	148	881	54	68	190	206	76	239	23	225	366	46
GB53791	16	22	34	3	0	1	1	23	65	14	33	27	3	8	14	24	40	16	31	37	1	5	1	1	2	0
GB53798	8742	6053	1381	4167	978	1258	2278	11834	6461	860	2702	7388	1661	6636	4417	1027	3528	768	1705	1859	523	73	1178	2712	8363	1548
GB53799	1090	1656	3962	754	770	1851	1872	1050	1582	478	3563	4183	322	1090	1656	3962	814	790	2975	2164	1050	1582	478	3119	2618	304
GB53801	2014	2864	3856	932	355	1784	1368	392	3294	591	3087	1933	368	2007	2868	3848	1233	555	2116	2774	390	3295	592	2315	2490	210
GB53803	8	20	30	0	2	5	3	1	6	16	29	19	0	8	20	33	0	2	5	4	1	6	16	29	19	0
GB53809	319	440	858	144	327	288	175	139	322	264	222	258	49	320	487	902	155	272	264	190	142	249	296	110	137	62
GB53811	745	2012	503	1031	713	1723	1629	698	954	173	1392	2122	593	743	1992	498	1013	693	1702	1568	142	144	165	1303	2015	613
GB53812	5	11	22	2	0	3	3	2	3	1	7	8	0	5	11	22	1	0	4	3	0	0	0	7	8	0
GB53814	106	111	111	49	61	144	74	239	356	67	851	464	261	2	0	8	1	5	7	5	1	3	3	11	5	2
GB53819	23	22	49	10	13	23	26	9	33	6	27	41	7	50	66	153	36	30	63	67	34	95	18	107	100	15
GB53821	528	1079	2246	363	415	219	978	171	977	481	2112	1289	207	534	1000	2183	343	398	188	992	152	923	440	1933	1185	199
GB53830	503	3125	2189	242	410	1182	853	1300	1440	186	1260	795	196	423	2780	1927	219	143	417	777	1308	1440	186	1260	795	225
GB53832	742	2009	503	1031	712	1715	1629	698	954	171	1382	2118	592	740	1989	498	1013	693	1702	1567	142	144	163	1303	2015	613
GB53834	91	57	95	56	73	36	49	15	63	58	12	36	15	79	74	95	57	71	41	49	15	65	57	13	35	15
GB53835	1055	1008	2706	549	883	547	360	292	763	704	520	708	133	1053	1026	2691	542	803	587	356	296	753	685	524	705	188
GB53836	233	714	864	400	343	566	586	320	329	141	838	948	126	211	702	839	400	343	567	586	288	312	100	838	948	126
GB53844	4	4	10	0	1	0	4	1	7	4	6	12	3	4	4	10	0	1	0	4	1	7	4	6	12	3
GB53846	1	3	2	4	1	1	0	2	5	1	8	6	1	1	3	2	3	2	1	0	0	4	0	8	5	1
GB53847	6	10	15	17	14	14	17	14	4	2	31	26	6	6	10	15	15	14	13	15	14	4	2	31	26	6
GB53853	35	62	210	40	41	75	130	42	163	22	161	155	37	35	59	204	40	43	76	115	42	163	22	157	153	36
GB53854	135	175	1166	3	32	8	68	14	249	118	396	74	97	122	195	1160	2	15	6	38	14	248	116	371	80	31
GB53856	11	10	280	0	0	1	1	1	0	3	2	2	71	0	0	287	0	0	2	1	0	0	4	142	2	2
GB53857	20	15	795	8	15	15	12	4	14	4	68	28	219	24	23	793	11	13	17	7	2	9	5	333	15	2
GB53859	45	76	247	46	42	81	138	53	176	34	188	176	41	45	70	244	46	45	88	124	53	176	33	184	170	39
GB53863	1	3	2	4	1	1	0	2	5	1	8	6	1	1	3	2	3	2	1	0	0	4	0	8	5	1
GB53869	0	2	33	0	0	11	0	0	0	2	1	5	0	0	0	33	0	2	11	0	0	0	0	1	5	0
GB53871	186	132	72	56	54	13	49	45	115	24	83	53	27	92	31	42	46	56	12	51	23	64	4	62	30	24
GB53886	237	336	89	259	228	191	395	392	568	98	653	420	54	323	224	51	255	224	255	369	499	748	97	687	422	55
GB53887	64	165	33	30	56	27	120	174	380	15	193	264	18	65	102	19	27	41	23	36	127	125	25	168	239	17
GB53908	18	22	102	12	20	12	11	2	15	12	10	44	0	17	28	95	12	27	12	9	2	15	12	10	43	0
GB53909	30	52	170	45	50	73	78	54	69	15	139	124	25	25	72	3	45	50	73	78	54	69	15	139	124	25
GB53910	13	5	50	23	24	21	28	22	49	10	41	33	5	11	6	3	23	24	21	28	22	49	10	41	33	5
GB53912	0	11	306	27	0	33	70	30	130	23	57	97	2	0	12	304	37	0	14	49	30	124	22	54	101	2
GB53920	9	10	57	5	11	15	11	9	31	10	31	29	2	9	10	57	5	11	14	11	9	31	10	31	29	2
GB53923	61	108	361	64	78	0	15	49	218	100	87	64	64	61	108	361	65	79	2	14	50	219	100	89	65	64
GB53926	0	30	25	15	8	4	4	3	3	8	21	5	0	0	30	25	16	16	5	4	3	3	8	21	3	0
GB53929	196	13	162	4	0	28	4	3	29	2	70	26	1	193	12	162	3	1	25	4	1	32	1	75	30	1
GB53931	20	14	111	13	25	4	18	28	29	8	40	11	7	4	15	29	12	22	6	13	20	29	12	30	5	8
GB53932	8	12	11	7	14	11	2	12	2	4	31	15	4	5	8	0	7	14	11	2	12	2	4	31	15	4
GB53937	89	88	211	61	43	61	82	40	113	55	131	163	23	90	90	210	62	44	64	81	39	113	49	126	155	23
GB53945	88	226	89	29	61	85	75	95	139	42	246	156	33	88	226	89	29	61	85	75	95	139	43	246	156	33
GB53948	53	138	95	144	180	348	254	35	144	72	525	361	84	15	45	98	1	0	3	4	35	144	72	525	361	84
GB53949	1	4	1	1	2	1	0	6	0	1	4	2	0	1	0	0	0	0	0	0	0	0	0	4	2	0
GB53954	25	60	134	39	49	44	58	30	29	45	133	116	9	27	74	6	39	46	39	58	30	29	45	0	0	12
GB53956	27	21	63	30	8	12	13	15	16	12	31	19	3	29	22	65	11	8	12	13	14	16	12	7	9	5
GB53960	40	88	82	23	33	81	66	13	30	12	82	91	16	40	88	82	23	33	81	66	13	30	12	82	91	16
GB53962	2	8	14	8	2	6	6	0	8	4	23	14	4	0	2	12	8	2	6	6	0	8	4	23	14	4
GB53963	85	86	201	70	245	47	208	47	97	15	271	138	77	129	91	200	139	252	53	203	46	125	50	431	191	76
GB53965	64	75	240	46	45	120	118	33	133	56	131	78	22	64	77	243	8	10	35	9	4	14	29	132	83	22
GB53968	75	103	157	61	87	100	82	133	99	35	315	190	43	450	709	644	133	235	375	229	318	320	151	966	526	172
GB53969	10	12	93	10	42	31	24	11	82	26	72	64	3	15	22	98	10	42	30	24	10	76	25	64	62	0
GB53970	103	154	287	185	175	284	237	33	247	15	327	416	26	102	132	289	187	173	283	237	26	218	0	322	417	27
GB53973	5	1	0	0	1	0	0	1	0	0	3	0	0	2	1	0	0	1	0	0	0	0	0	3	0	0
GB53976	240	91	129	83	157	48	87	9	244	30	327	97	20	245	106	115	85	154	52	68	24	276	97	328	160	63
GB53979	212	330	503	159	225	217	195	65	132	82	235	433	52	209	344	461	152	237	257	185	53	132	90	230	432	48
GB53989	15	38	62	45	11	13	14	2	15	0	5	14	8	15	37	61	45	11	13	14	2	16	0	5	14	8
GB53991	3	10	12	5	2	8	10	0	6	0	1	3	0	3	9	12	5	2	8	10	0	6	0	0	3	0
GB53992	68	220	252	100	42	160	240	0	120	0	0	60	0	68	221	252	100	42	160	240	0	121	0	0	61	0
GB53995	5	13	19	5	7	8	12	0	8	7	0	3	0	5	13	20	5	7	8	12	0	8	7	0	3	0
GB53996	2	21	51	42	36	29	36	15	51	12	36	61	0	2	21	51	42	36	30	36	15	51	12	33	60	0
GB54000	8	13	18	4	2	4	1	2	2	11	5	2	2	10	13	12	7	6	6	1	2	6	5	7	4	3
GB54002	1	0	8	2	8	0	8	0	1	0	1	4	0	0	0	8	2	8	0	8	0	0	0	1	4	0
GB54003	3	6	45	13	47	1	45	0	1	1	2	24	0	2	5	45	13	45	1	45	2	2	0	0	24	0
GB54005	4	35	131	47	15	5	6	13	4	2	5	4	2	5	33	131	48	15	6	6	1	6	2	10	4	2
GB54009	9	12	6	6	4	9	1	6	3	3	4	5	1	0	0	0	1	0	0	1	1	0	0	0	1	0
GB54010	3	4	22	2	0	0	0	0	2	6	3	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0
GB54012	16	21	158	38	136	7	128	6	12	32	19	80	1	10	18	154	36	134	9	127	3	15	3	10	74	3
GB54016	7	6	19	2	2	4	7	1	20	5	5	35	24	9	13	21	2	2	8	4	0	16	6	5	23	24
GB54022	0	7	17	14	11	9	12	9	21	4	11	20	0	0	7	17	14	11	9	12	9	21	4	11	20	0
GB54023	147	340	473	145	114	228	341	2	193	78	10	90	3	144	340	469	146	115	228	338	2	191	77	6	86	1
GB54030	0	4	10	3	2	5	3	0	3	0	3	0	4	2	2	1	1	1	4	3	2	0	1	0	0	0
GB54032	228	744	516	528	192	817	780	277	516	24	949	1237	156	228	745	521	530	192	817	792	276	517	24	949	1237	156
GB54061	22	559	190	32	530	28	18	24	202	206	638	23	9	33	610	174	44	589	33	13	42	211	212	656	55	8
GB54063	3	3	1	1	3	3	0	1	2	0	0	0	1	4	3	2	2	2	3	3	2	4	3	3	4	0
GB54070	14	15	10	8	21	11	16	6	7	5	24	11	9	14	16	12	8	21	11	16	5	1	0	0	4	0
GB54092	83	79	122	28	23	48	38	35	76	13	54	50	28	83	79	122	28	23	48	38	35	73	13	54	50	28
GB54099	13	15	3	1	0	3	0	3	8	0	5	3	0	4	8	0	3	0	0	0	0	2	0	0	8	0
GB54100	25	57	31	14	21	17	40	18	37	16	52	46	12	25	57	31	14	21	17	40	21	24	0	39	17	0
GB54101	4	13	6	3	2	1	2	0	0	5	11	10	1	4	13	6	0	3	6	2	10	2	0	11	10	1
GB54110	26	80	87	29	30	44	71	40	52	21	107	92	18	25	86	87	29	31	44	71	40	52	21	107	92	18
GB54114	450	565	3208	523	564	799	1377	228	788	468	1264	1931	383	295	805	3471	504	747	539	1739	513	997	325	990	1517	385
GB54116	10	16	68	4	7	0	11	0	35	7	24	13	3	10	16	69	4	7	0	18	0	28	7	25	15	3
GB54117	101	528	475	107	6	39	140	14	31	136	286	254	5	115	328	634	12	7	5	34	6	20	139	249	240	4
GB54118	13296	9509	8132	9517	7270	14892	8424	5160	14202	4179	11758	15741	3756	13224	9561	8109	9511	7266	14896	7928	5179	14251	4161	11740	15720	3740
GB54120	0	7	7	0	0	2	0	0	0	0	0	0	0	0	7	7	0	0	2	0	0	9	1	8	3	0
GB54123	725	1138	526	511	571	332	1494	383	21	215	1104	1102	262	726	1138	526	580	670	371	1533	530	916	106	572	385	243
GB54125	3	2	1	3	5	0	0	0	5	0	1	8	1	3	2	1	2	4	0	1	0	4	0	0	8	1
GB54126	4	0	8	0	1	0	0	0	2	0	4	2	2	2	0	8	0	0	0	2	0	2	0	4	3	2
GB54127	15	10	61	18	5	5	11	10	23	10	86	20	24	12	16	63	14	6	4	10	11	23	7	85	22	24
GB54128	0	4	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0
GB54134	3	0	3	0	0	0	7	0	3	3	0	2	0	0	0	2	0	0	0	6	0	3	3	1	0	0
GB54136	30	49	134	28	5	23	13	3	48	12	46	86	6	7	41	152	28	5	23	13	3	46	13	49	82	13
GB54139	0	2	3	3	0	1	1	0	1	0	2	2	0	0	2	2	0	0	2	1	0	1	0	2	3	0
GB54142	37	55	97	0	17	0	0	2	8	53	56	3	6	35	56	100	0	17	0	1	2	8	53	52	3	6
GB54143	28	32	49	9	17	29	26	5	56	19	53	39	11	10	24	53	9	17	30	29	5	59	16	47	38	11
GB54145	115	27	387	3	49	3	45	7	143	171	101	96	44	107	24	389	3	47	4	47	1	139	171	95	92	43
GB54150	177	186	275	109	127	62	89	38	92	67	161	188	54	142	194	287	106	131	75	86	54	103	64	112	164	52
GB54151	624	1492	2300	498	398	116	853	222	730	307	835	1042	110	624	1495	2379	484	376	126	819	149	1119	282	531	954	159
GB54152	35	52	90	20	35	38	62	19	38	24	59	91	9	40	58	97	21	28	26	54	18	35	25	60	91	9
GB54156	54	108	565	54	33	36	67	30	138	21	137	126	24	54	108	565	54	33	36	67	30	144	21	137	123	24
GB54159	108	217	1180	111	66	73	142	60	280	42	289	260	49	108	217	1180	111	66	72	142	60	285	42	288	255	49
GB54164	1957	3658	1439	2154	2482	2817	3767	3083	5620	700	3770	5693	1409	1434	3777	1616	2022	2162	4307	3588	2671	5001	683	3785	5742	1420
GB54167	0	0	0	0	0	0	2	0	1	1	1	4	0	0	1	2	0	0	0	0	0	2	1	1	0	0
GB54175	20	56	119	48	17	3	89	48	37	2	110	29	18	20	8	2	44	18	107	105	24	21	10	53	44	25
GB54178	324	708	1806	520	367	962	739	111	825	297	1050	458	434	319	691	1766	514	364	988	730	108	820	296	1049	456	419
GB54179	0	4	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0
GB54180	0	1	2	0	0	0	1	0	0	0	0	3	0	4	1	2	3	1	0	1	0	0	0	0	2	0
GB54181	895	1090	2390	409	519	701	1415	319	1137	304	1019	818	328	876	1070	2376	374	492	698	389	167	454	165	619	333	105
GB54189	130	400	435	145	150	220	355	200	260	105	535	460	90	125	430	435	145	150	220	355	200	260	105	535	460	90
GB54197	57	113	294	70	35	35	51	49	77	70	127	49	35	65	114	301	70	35	35	51	49	77	70	128	49	35
GB54198	6	48	45	18	10	9	6	9	19	21	33	7	9	6	48	45	18	9	9	6	9	19	21	33	6	9
GB54200	0	9	0	4	3	7	0	4	0	0	8	6	0	0	9	0	4	3	7	0	5	0	0	8	6	0
GB54201	11	14	1	3	6	0	1	6	0	7	5	8	4	11	14	1	3	6	0	1	6	0	7	4	1	0
GB54203	1304	1577	998	782	613	1277	629	757	675	308	1334	1123	423	1304	1577	998	766	593	1140	595	881	691	251	1384	1123	362
GB54204	30	45	65	18	15	23	13	23	75	8	80	66	5	2	21	54	12	1	6	1	16	38	3	30	17	0
GB54206	28	47	19	7	7	16	6	7	11	6	14	13	7	24	18	13	0	3	6	7	3	5	1	11	5	3
GB54207	1	1	2	0	0	0	0	0	1	0	1	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0
GB54226	3	0	20	6	1	0	4	0	6	1	15	21	6	3	0	20	6	1	0	4	0	3	1	13	18	6
GB54230	1	7	10	0	0	2	3	1	0	0	6	1	2	1	7	10	0	0	2	3	1	0	0	6	1	2
GB54238	42	1	1	0	15	15	1	0	2	0	5	0	0	43	0	1	2	15	15	2	1	3	3	3	1	0
GB54239	434	205	259	263	378	400	279	122	273	113	188	338	91	423	216	254	270	360	377	244	115	286	116	179	376	99
GB54241	56	67	11	20	52	20	7	34	8	24	39	23	18	4	39	1	21	36	23	4	1	0	1	30	15	12
GB54246	70	119	266	61	26	55	93	7	25	67	25	28	19	76	105	205	63	14	52	119	8	22	65	18	21	12
GB54250	44	102	11	25	6	5	96	1	46	68	70	46	3	48	211	47	23	74	10	99	0	51	68	5	3	2
GB54256	333	287	319	200	280	215	216	265	762	84	426	455	179	645	230	334	191	248	234	323	332	433	84	394	428	167
GB54260	109	246	65	113	143	251	170	137	128	28	206	231	49	94	241	67	57	148	243	174	139	129	30	176	224	38
GB54261	18	41	10	10	15	20	8	17	20	18	21	23	8	41	20	9	10	15	20	8	17	20	18	23	25	11
GB54264	110	152	343	39	45	45	95	76	166	63	233	165	81	109	152	343	37	42	53	111	76	166	63	233	165	81
GB54267	12	25	11	8	3	6	4	11	9	2	26	37	6	12	25	11	3	9	7	4	1	0	0	25	38	6
GB54268	14	39	6	23	9	79	31	12	19	4	38	58	10	14	39	6	23	9	79	31	12	19	4	38	58	10
GB54269	13	49	39	13	28	39	46	7	28	13	63	73	5	18	52	47	9	34	40	48	7	28	13	63	73	5
GB54271	0	13	16	5	2	11	4	5	11	2	15	7	2	0	13	16	5	2	11	4	5	11	2	15	7	2
GB54272	33	12	69	9	46	24	38	1	17	17	101	10	8	25	10	75	8	40	27	32	1	13	17	102	11	1
GB54273	23	14	91	6	26	41	53	0	18	7	42	15	10	22	18	102	7	25	43	53	2	20	7	43	19	11
GB54275	0	6	12	0	0	1	0	2	0	0	1	3	0	0	18	8	0	0	1	4	2	0	0	0	0	0
GB54281	56	67	11	20	52	20	7	34	8	24	39	23	18	4	39	1	21	36	23	4	1	0	1	30	15	12
GB54282	2	6	0	1	0	3	0	2	2	1	2	0	0	2	6	0	0	0	0	0	2	2	1	0	0	0
GB54295	2171	3377	14984	1944	1556	3627	4674	961	4335	248	2586	6014	121	2292	3348	15456	1920	1468	3679	4683	943	4368	184	2557	5938	68
GB54303	16	28	23	34	46	94	49	25	44	6	32	153	3	12	40	10	34	5	55	48	20	43	4	30	154	4
GB54308	220	120	76	63	39	85	63	146	91	11	97	82	21	222	144	58	46	25	58	45	147	89	10	119	97	27
GB54309	31	40	247	20	390	44	61	32	36	25	375	250	22	51	62	255	10	360	15	31	21	38	16	369	247	14
GB54310	30	30	45	18	0	12	26	0	38	2	15	33	9	29	30	45	18	0	12	26	0	38	2	15	33	9
GB54311	36	256	121	22	25	44	59	57	47	8	97	56	6	36	216	119	19	28	97	44	57	47	8	91	56	6
GB54312	5	30	25	3	10	30	5	0	0	3	58	35	10	0	0	2	3	10	30	5	14	6	6	58	35	10
GB54313	0	0	7	2	5	25	19	0	8	0	21	15	3	0	0	6	3	3	20	16	0	8	0	21	15	3
GB54314	29	64	4	8	10	10	12	0	0	7	16	18	4	0	1	1	5	0	29	3	14	3	0	24	9	2
GB54315	48	124	64	17	58	39	82	7	9	8	116	104	22	0	0	0	20	59	69	86	36	59	30	116	104	22
GB54316	0	5	0	0	0	0	1	0	0	6	2	0	0	0	5	0	0	0	0	0	0	0	6	2	0	0
GB54319	8	35	39	16	15	61	25	20	33	9	30	32	3	8	35	39	16	15	61	25	20	33	9	30	32	3
GB54320	1	4	14	0	0	7	0	0	4	28	9	18	0	0	2	54	0	0	13	0	0	4	15	26	18	0
GB54321	428	374	319	388	458	249	892	465	916	63	450	669	82	419	372	309	202	196	520	446	477	942	68	710	907	122
GB54325	2	5	5	0	0	1	0	0	0	0	5	1	1	0	3	5	0	0	0	0	2	0	0	4	0	1
GB54334	57	37	145	12	12	95	32	18	67	26	78	57	7	57	37	146	10	9	94	34	18	67	26	82	57	9
GB54347	207	261	596	559	189	481	954	11	117	135	585	878	127	135	187	380	371	216	459	1008	47	261	99	546	929	145
GB54348	19	66	208	44	41	71	39	23	66	18	99	63	14	19	60	207	39	39	63	27	23	74	19	99	63	14
GB54353	44	64	219	13	6	17	9	10	69	14	91	85	10	43	61	224	14	6	15	9	6	45	17	92	88	10
GB54354	7	13	31	9	6	6	11	2	9	4	22	9	5	3	8	26	9	6	6	11	1	1	1	1	0	0
