""	X8751ID	X8756ID	X875aID	X8827ID	X882gID	X882kID	X882mID	X888eID	X888qID	X888uID	X894cID	X894fID	X894iID	X8751IQ	X8756IQ	X875aIQ	X8827IQ	X882gIQ	X882kIQ	X882mIQ	X888eIQ	X888qIQ	X888uIQ	X894cIQ	X894fIQ	X894iIQ
GB42463	165	904	680	530	520	572	960	44	557	18	1708	1118	301	20	45	244	432	352	537	942	12	554	12	1388	936	176
GB42466	57	72	117	67	107	123	215	17	43	271	270	194	79	31	60	99	5	38	52	47	19	46	269	270	171	35
GB42469	1	4	2	3	6	4	13	0	1	6	7	7	1	0	1	2	1	3	1	8	0	1	6	3	7	1
GB42477	0	6	8	0	2	9	2	6	6	0	2	6	0	0	6	8	0	2	8	2	0	4	2	10	6	2
GB42482	57	114	119	79	49	100	99	27	89	12	100	68	22	63	113	119	79	50	100	99	27	90	12	100	68	22
GB42484	37	48	259	13	11	19	13	6	129	56	100	78	19	34	41	245	13	11	17	11	6	86	55	100	70	10
GB42495	0	0	0	1	0	0	4	0	4	1	1	3	0	0	1	0	1	0	0	2	0	0	0	2	3	0
GB42505	1	1	2	4	1	3	5	0	0	0	2	0	2	0	1	2	4	3	3	5	0	0	1	3	1	3
GB42506	2	0	0	0	1	1	0	1	0	0	4	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0
GB42507	5	1	4	1	0	0	0	1	1	3	4	1	0	5	1	4	1	0	0	0	1	1	3	4	0	0
GB42508	24	39	49	4	14	4	13	24	62	11	12	13	7	24	37	50	16	19	17	38	6	6	14	7	13	2
GB42510	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1
GB42511	26	85	138	26	18	61	12	0	39	16	52	76	10	16	80	131	23	15	12	12	1	54	24	42	61	9
GB42515	96	592	24	44	212	256	20	76	1	38	190	162	12	96	594	24	44	214	256	20	76	0	38	191	162	13
GB42519	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0
GB42522	66	51	63	14	12	43	78	12	2	0	60	90	0	0	15	3	32	24	61	84	12	1	0	0	30	0
GB42523	79	165	265	199	383	349	322	320	295	301	730	532	199	93	159	385	200	395	360	334	308	286	294	709	505	175
GB42533	0	0	1	2	0	2	0	0	0	0	2	0	0	0	0	1	2	0	2	0	0	0	0	2	0	0
GB42534	86	256	272	75	122	103	320	65	75	26	149	255	53	177	256	245	66	94	184	186	32	22	28	117	174	24
GB42540	0	0	0	0	0	1	0	1	2	1	11	0	1	9	16	0	0	0	4	0	1	0	0	11	0	1
GB42541	40	35	25	34	58	89	112	6	73	35	100	131	41	28	12	52	47	94	110	141	23	126	28	131	158	44
GB42544	0	0	0	1	0	1	2	6	0	0	9	2	1	1	1	0	1	0	1	2	7	1	0	11	3	1
GB42548	18	20	216	115	232	103	30	6	17	18	72	30	132	172	225	323	109	226	107	22	7	17	13	65	28	134
GB42549	0	10	5	13	9	23	16	2	13	1	7	8	0	0	22	24	13	9	26	14	0	0	2	1	3	0
GB42550	132	79	300	76	21	34	281	25	24	102	141	359	20	44	60	140	74	14	48	248	24	23	110	191	436	21
GB42551	9	223	185	16	60	51	138	3	8	0	41	41	1	9	186	88	16	60	57	132	12	0	0	23	25	0
GB42565	579	591	1871	1006	844	792	1171	777	768	396	1644	948	293	763	587	2010	1029	897	819	1163	763	759	397	1625	923	270
GB42567	1590	2640	3544	1724	1926	2070	4104	831	1712	406	2738	4026	455	1213	2541	2802	1705	1963	2857	4214	934	1992	440	2428	3996	566
GB42568	5	5	4	0	0	1	2	0	0	0	0	2	0	5	5	4	0	0	4	0	0	0	0	1	0	0
GB42570	10	1	0	1	0	3	3	0	1	0	10	0	0	9	1	1	1	0	3	3	0	0	0	11	0	0
GB42574	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	2	2	1	1	0	0	1	0	0	1	0
GB42576	70	0	74	0	19	12	11	3	10	2	206	50	0	71	0	74	5	20	57	10	6	12	2	208	50	2
GB42577	916	53	653	18	16	18	26	13	23	13	1790	644	15	932	60	663	55	21	616	18	14	18	15	1764	614	9
GB42578	457	411	840	408	272	760	1095	303	1420	253	985	327	343	459	392	840	406	272	761	1079	299	1412	249	949	326	345
GB42579	656	650	892	545	568	774	1061	586	2008	394	1366	720	477	655	652	892	526	568	829	1002	426	1395	304	1148	714	412
GB42580	74	126	99	36	31	97	100	89	236	20	156	159	47	59	121	93	20	23	142	87	70	175	16	131	168	43
GB42581	0	0	0	0	0	0	1	0	5	0	0	4	0	0	0	1	1	0	0	0	0	2	1	0	1	0
GB42582	1	0	0	1	2	1	0	0	1	1	1	0	0	1	0	0	1	2	1	0	0	1	1	1	0	0
GB42583	4	15	77	0	4	2	4	0	0	6	20	6	4	4	15	76	0	0	0	3	0	0	6	20	6	4
GB42584	606	1168	5439	159	229	78	470	46	944	290	2075	1033	373	576	1049	5225	131	180	41	412	29	933	272	1909	944	282
GB42585	10	9	14	3	2	5	5	2	6	1	13	6	4	10	7	10	3	0	4	4	2	3	1	8	5	3
GB42586	13	24	19	6	18	3	36	0	21	0	8	24	0	13	12	7	6	18	3	36	0	21	0	8	24	0
GB42589	0	0	0	0	0	0	0	0	4	1	0	7	0	1	2	0	0	0	0	0	1	4	1	0	7	0
GB42592	5	19	3	2	2	3	3	1	4	2	5	6	2	5	16	9	5	2	1	0	5	8	5	2	7	2
GB42594	5	5	1	8	8	8	2	3	5	1	6	17	1	3	4	7	4	1	1	1	2	5	3	5	9	2
GB42596	0	1	1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	1	0
GB42602	29	27	452	16	26	5	9	2	33	13	32	171	42	57	36	464	31	40	8	13	0	31	9	43	170	43
GB42603	112	54	127	110	133	21	15	15	158	60	79	48	48	110	41	133	31	12	14	18	15	163	31	59	40	15
GB42604	144	193	394	57	53	251	54	65	90	47	215	96	53	134	167	493	54	54	247	55	66	91	47	209	96	49
GB42605	0	9	12	0	0	0	2	5	0	1	0	1	0	0	4	8	0	0	0	0	8	4	4	0	0	0
GB42606	1	3	5	3	1	1	1	2	3	4	3	24	2	2	0	9	3	1	4	2	1	10	3	4	7	1
GB42607	236	491	636	254	212	647	415	111	392	83	488	437	77	217	432	539	255	197	418	372	110	397	97	462	402	64
GB42609	1356	2163	3486	1568	1040	2624	2295	594	2454	470	2424	2265	468	1267	2087	3391	1592	1056	2445	2276	602	2517	452	2467	2196	419
GB42612	7	23	34	17	9	57	83	4	9	3	42	66	12	7	19	36	14	3	34	87	4	9	3	39	68	12
GB42613	200	650	550	63	125	278	133	140	167	129	457	418	62	199	650	550	39	8	35	120	140	167	129	458	421	62
GB42616	66	324	460	8	264	770	511	46	145	20	74	86	12	66	272	388	22	272	774	565	18	85	13	72	82	12
GB42620	0	2	5	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	2	0	0	0	0	1	0
GB42621	135	1465	1022	27	74	273	65	88	372	146	188	159	22	304	1888	1903	41	57	400	92	76	292	169	201	189	27
GB42623	1	1	15	0	1	0	0	0	1	0	2	20	0	5	6	38	0	0	0	1	1	9	3	3	16	2
GB42624	18	73	15	0	7	34	6	3	14	6	16	11	2	32	75	20	0	7	34	6	0	11	7	16	11	2
GB42632	1	7	9	2	0	1	2	0	5	1	3	1	1	1	8	8	2	0	0	0	0	3	0	5	2	0
GB42634	26	84	97	28	37	66	45	40	44	19	125	79	31	37	120	120	30	37	65	50	41	45	19	154	111	31
GB42635	1	16	4	1	4	10	14	0	12	0	31	35	0	1	16	4	1	4	9	14	0	12	0	31	35	0
GB42637	38	205	1093	56	91	30	90	12	116	14	136	194	33	13	85	463	10	24	19	85	8	195	16	123	189	32
GB42638	1	10	18	1	2	4	14	0	3	1	8	9	2	2	9	21	2	2	5	10	0	5	1	9	14	2
GB42639	2	27	68	19	12	36	52	0	60	13	96	89	32	1	26	60	20	19	16	37	0	58	13	97	87	30
GB42640	1	0	0	1	0	0	1	0	2	2	1	2	0	0	0	0	1	0	0	1	0	2	1	2	3	0
GB42644	2	0	0	0	0	0	0	0	3	1	1	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0
GB42646	0	2	1	1	3	1	1	1	2	0	2	1	1	0	0	0	2	5	1	1	0	2	0	2	0	0
GB42647	1	4	48	3	5	17	72	1	45	1	36	51	2	4	6	43	2	2	17	68	0	45	1	38	51	4
GB42653	3	9	1	0	5	3	0	4	0	1	8	2	2	3	9	1	1	0	0	0	4	0	1	8	2	2
GB42660	0	7	0	0	6	9	6	6	0	0	9	1	3	0	7	0	3	13	0	0	3	0	0	12	1	3
GB42666	4	20	86	11	8	18	26	6	24	12	25	29	3	4	21	86	11	8	18	26	6	24	12	25	29	3
GB42667	83	153	14	105	87	124	127	258	111	34	190	148	38	81	136	15	105	87	124	127	0	0	43	186	163	43
GB42669	2	4	3	4	3	7	2	10	0	3	4	2	1	6	16	0	4	3	7	2	2	0	1	12	5	2
GB42671	29	64	380	24	36	23	24	12	20	12	71	136	115	26	16	346	34	23	28	11	5	8	15	33	130	110
GB42673	146	441	586	88	125	432	437	34	124	79	457	441	93	106	312	377	78	59	460	137	50	184	77	436	505	83
GB42674	106	133	110	43	92	84	52	54	33	44	214	120	24	102	133	90	47	43	93	29	46	26	41	192	106	22
GB42675	2	9	2	2	2	3	7	5	7	1	7	4	0	2	9	2	1	0	6	6	5	7	1	7	4	0
GB42678	3	0	2	0	0	0	1	0	0	1	0	1	0	3	0	2	0	0	0	1	0	0	0	0	1	0
GB42685	279	482	73	126	91	354	240	157	161	79	475	581	128	279	482	73	184	120	497	309	157	161	79	446	457	113
GB42692	743	3320	4757	575	1724	2113	1119	985	2618	1278	1900	2473	626	781	3311	4704	770	1835	1937	1314	987	2645	1295	1901	2481	627
GB42693	38	65	159	30	40	95	48	26	35	25	129	121	36	29	63	164	21	28	78	49	25	35	25	128	121	36
GB42696	1512	3049	1381	752	1370	3058	1394	1387	1158	390	4232	2929	703	1510	3154	1481	742	1400	3187	1502	1805	1608	358	4238	3049	713
GB42697	30	82	70	62	67	118	246	1	5	49	154	123	20	16	71	63	62	67	118	245	55	126	1	99	74	26
GB42699	70	63	1	32	51	60	0	0	0	101	1	11	20	71	61	1	30	53	60	0	1	0	120	2	11	20
GB42701	0	6	4	0	0	2	2	0	3	0	6	9	5	0	4	6	0	0	2	2	0	4	0	1	6	0
GB42702	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	1	0	0	2	0	0	1	0	0	1	0
GB42703	0	100	158	0	0	17	2	0	8	0	16	3	7	0	82	130	0	0	0	1	0	2	0	0	0	0
GB42704	3	1	3	2	1	11	1	1	1	1	0	15	0	3	0	3	0	0	7	0	1	1	1	0	15	0
GB42706	33	26	102	14	12	12	21	4	20	14	49	30	5	36	18	94	14	12	12	21	4	20	14	42	28	4
GB42720	35	141	779	43	41	123	105	32	133	16	116	143	23	34	141	779	43	41	122	105	32	134	16	116	143	23
GB42726	0	11	2	0	0	1	0	1	0	1	5	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0
GB42727	4	3	10	4	3	1	6	2	6	3	5	6	2	4	3	10	4	3	1	6	2	6	3	5	6	2
GB42728	85	132	196	41	89	96	70	54	70	28	139	86	25	47	48	91	41	86	98	72	47	48	34	109	62	22
GB42732	66	71	231	94	27	88	106	39	28	15	156	187	14	66	71	230	94	27	88	105	39	28	15	156	187	14
GB42735	0	14	47	4	3	7	15	1	6	3	10	4	0	0	16	65	2	2	7	1	3	3	6	1	0	0
GB42738	321	385	399	275	216	232	351	283	284	122	364	443	139	302	358	386	284	184	238	317	283	285	118	374	409	138
GB42739	18	59	11	14	22	36	16	27	13	8	61	18	7	18	58	11	14	22	36	16	27	13	8	3	14	0
GB42740	833	887	1911	783	833	888	710	766	1644	500	1572	1502	400	953	1072	2066	714	785	993	647	688	1475	474	1576	1515	413
GB42751	5	12	3	3	5	0	4	4	5	3	8	3	7	5	12	3	1	0	0	0	4	5	3	8	3	7
GB42753	80	143	319	50	50	118	124	62	60	17	114	177	24	80	143	319	50	51	118	124	61	60	17	69	9	1
GB42755	184	246	215	141	107	123	204	156	139	67	196	234	80	167	225	205	140	83	120	173	156	140	62	206	199	79
GB42756	5	2	20	1	1	0	0	0	7	0	3	2	1	5	2	20	0	0	0	0	0	7	0	1	2	1
GB42757	2	1	38	1	4	0	1	0	2	0	15	1	3	0	2	38	0	1	1	0	0	2	0	6	7	1
GB42761	254	484	905	325	479	234	391	12	2414	771	465	1095	20	254	480	1017	327	457	248	348	8	2308	241	63	968	19
GB42762	302	157	380	29	88	25	50	4	146	151	185	133	44	252	122	417	30	91	40	54	4	184	146	155	97	34
GB42763	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	2	1	0	0	0	0	1	1	0
GB42764	2	2	13	2	2	8	4	1	7	2	8	0	0	4	0	16	3	1	4	1	1	7	2	1	5	1
GB42769	15	15	25	50	126	60	225	60	125	0	176	55	10	15	15	25	50	125	60	225	60	125	0	176	55	10
GB42780	68	143	237	33	60	106	68	0	0	38	128	142	28	68	143	237	33	60	106	68	32	69	11	128	142	28
GB42783	592	126	955	442	138	358	19	42	363	48	27	33	16	557	100	971	438	146	409	22	35	371	46	23	28	18
GB42784	14	27	31	8	20	16	14	1	12	11	16	7	7	10	25	25	6	16	8	16	0	0	7	1	4	0
GB42787	2372	1447	3318	695	731	1000	1561	1416	4554	701	4056	3264	930	2368	1452	3285	795	869	977	1668	1418	4487	701	3736	2858	898
GB42792	1645	6542	4470	1473	3943	6839	4409	1467	6241	2164	3746	4903	795	1678	6699	4740	1471	3935	6849	4411	1558	6863	2226	3734	4927	789
GB42793	196	1152	943	135	452	690	758	178	975	179	325	352	54	196	1153	941	134	450	689	756	178	975	179	211	385	31
GB42795	0	5	0	0	18	0	6	0	1	0	6	16	0	0	0	0	1	20	0	29	0	0	0	6	0	0
GB42796	0	3	1	1	3	8	3	3	16	2	13	2	4	1	7	2	0	2	6	7	3	16	2	9	2	3
GB42798	861	426	95	1068	878	838	2977	1329	3020	256	3296	4492	523	864	426	95	1068	876	819	2975	1329	3020	256	3220	4473	500
GB42799	28	0	51	0	0	0	0	0	30	0	3	0	0	27	0	51	0	0	0	0	1	30	6	3	0	0
GB42800	797	1109	290	6	70	37	44	1	51	156	163	148	28	798	1093	290	74	54	37	11	1	51	208	154	127	17
GB42801	521	531	252	553	495	879	931	2564	4487	444	4709	3359	1411	1923	1970	1170	2827	965	3255	2252	2788	4695	537	2394	1176	753
GB42802	1451	1631	492	731	1428	2177	2238	761	2132	380	3213	2176	654	1267	1466	430	1326	32	3120	8	2060	3927	388	3223	1121	617
GB42804	148	502	298	482	524	771	1085	156	598	143	745	976	155	206	429	280	424	277	666	363	232	931	104	818	975	361
GB42805	9	5	16	7	4	9	11	9	7	4	17	17	7	9	5	16	7	4	9	11	9	7	4	17	17	7
GB42806	18	10	14	8	17	10	4	6	4	16	15	10	19	5	20	47	3	7	9	4	5	8	15	10	16	5
GB42807	25	356	973	14	90	177	18	4	414	11	434	19	13	23	428	867	11	24	103	6	6	1738	7	333	30	87
GB42808	3	3	0	1	1	1	1	0	0	1	1	0	1	2	3	0	0	0	0	0	2	0	0	2	1	0
GB42816	0	0	0	0	1	0	1	0	0	0	17	0	0	0	21	0	0	1	0	1	0	0	0	17	0	0
GB42820	50	79	141	28	37	81	47	49	60	13	111	76	23	0	6	26	28	37	81	47	49	60	13	111	76	23
GB42822	7	16	2	3	5	2	10	3	5	1	20	7	0	6	15	2	0	0	10	0	4	6	3	13	7	0
GB42823	30	49	60	18	39	43	37	31	19	19	66	48	9	43	59	69	15	32	42	27	31	19	19	66	48	9
GB42824	29	82	137	39	33	28	48	10	23	24	67	68	15	29	82	137	21	16	31	25	10	23	22	43	34	2
GB42825	1	5	0	1	1	1	0	1	1	1	2	1	0	1	2	2	1	2	0	1	1	0	3	1	0	0
GB42829	909	1060	607	626	463	576	1155	1699	2212	193	1955	2749	328	882	1022	576	616	410	523	771	1123	1768	149	1951	2764	333
GB42835	8	65	7	11	21	45	5	22	0	5	43	13	4	8	65	7	11	21	45	5	22	0	5	27	12	4
GB42838	7	24	105	15	6	11	32	3	16	1	43	22	0	7	24	104	15	6	11	32	3	17	0	43	22	0
GB42839	2	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0
GB42847	14	38	3	1	15	13	4	8	1	4	19	9	2	14	38	3	0	0	11	1	8	1	4	19	9	2
GB42849	8	10	51	30	34	105	101	17	146	23	109	145	18	27	43	71	35	37	126	78	20	147	39	117	145	18
GB42850	238	217	875	71	25	33	63	2	366	137	170	391	77	238	217	871	71	10	32	61	1	388	136	170	391	76
GB42851	1	3	7	0	9	0	0	1	0	1	4	14	0	1	3	10	1	8	0	1	1	0	0	2	15	0
GB42854	12	46	38	24	14	44	30	48	48	14	84	36	12	12	46	38	24	14	44	30	48	48	14	84	36	12
GB42855	10	7	1	9	10	12	5	13	0	2	27	12	5	12	4	1	9	10	12	5	13	0	2	25	12	5
GB42856	59	141	259	137	179	136	98	60	97	44	281	253	65	121	173	222	111	154	110	82	58	94	32	282	253	64
GB42857	1	1	1	2	1	0	0	1	0	0	2	0	1	2	0	2	0	0	0	0	0	0	1	0	0	0
GB42858	0	166	185	12	7	108	120	72	17	5	118	143	4	1	142	181	14	7	109	121	74	17	3	119	145	4
GB42861	262	248	1266	159	139	297	442	30	58	65	616	747	86	262	254	1264	151	143	292	438	31	57	63	617	747	87
GB42865	58	45	109	37	38	28	44	21	44	13	49	85	15	41	36	110	37	40	29	43	27	53	15	38	69	15
GB42866	123	308	391	39	128	55	147	23	138	13	106	88	99	157	311	404	43	139	84	159	39	143	17	128	102	94
GB42867	8	9	40	4	5	5	7	1	8	2	26	14	2	6	0	15	6	5	5	6	1	5	1	22	8	2
GB42873	48	76	332	72	80	88	196	47	140	10	206	158	22	52	76	326	106	80	88	196	47	122	10	206	158	22
GB42874	53	158	184	54	99	75	122	48	102	16	193	115	23	55	158	202	67	53	71	118	32	122	5	195	115	23
GB42875	12	37	45	10	23	42	15	21	26	11	79	43	14	12	37	45	8	0	0	8	15	20	5	79	43	14
GB42876	0	6	23	11	6	18	10	0	9	0	18	17	1	0	3	19	5	0	0	14	0	9	0	18	19	1
GB42878	5571	10318	25511	8101	6583	12643	18035	2697	18309	3762	14888	15848	3466	5541	10315	25441	8100	6571	12548	17927	2703	18390	3769	14926	15778	3397
GB42879	2865	5129	9475	2796	2700	5688	7549	1899	7738	1837	7774	6686	1455	2475	4584	8733	2770	2732	5678	7683	2066	7760	1851	7850	6722	1430
GB42880	1	4	2	0	4	0	1	2	3	0	6	2	4	0	0	2	0	0	2	0	2	3	0	6	2	4
GB42882	1	0	2	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	3	0	0	0	0
GB42884	13	21	3	0	0	2	2	8	7	4	6	8	3	14	28	4	13	17	12	9	3	2	2	13	9	4
GB42885	31	78	219	8	8	9	8	11	44	16	38	16	4	29	80	219	8	7	13	13	5	40	12	41	14	3
GB42886	30	50	601	15	71	6	7	0	1	0	165	166	41	55	57	609	24	84	5	5	1	2	0	172	169	42
GB42889	0	14	4	8	0	2	1	0	3	1	7	1	0	0	14	4	8	0	2	1	0	3	0	7	0	0
GB42891	3	14	8	5	20	8	26	19	15	2	3	3	1	1	4	1	5	22	8	25	12	15	2	1	0	0
GB42892	2	4	12	0	0	0	0	0	8	2	2	2	2	0	3	11	0	0	0	1	0	2	0	7	4	1
GB42894	15	62	56	5	4	4	1	2	8	7	15	19	4	13	57	52	2	0	1	0	4	19	7	14	19	5
GB42895	3	16	10	1	8	10	14	9	27	2	17	8	9	3	10	13	0	2	2	0	0	4	1	19	11	6
GB42899	5	55	27	30	39	14	54	1	10	5	90	63	26	5	25	14	26	9	36	68	1	0	17	0	107	0
GB42900	2	0	15	0	0	1	17	3	17	1	5	1	0	2	0	15	0	0	1	17	3	17	1	5	1	0
GB42903	9	5	1	0	0	6	1	0	6	0	1	1	0	9	5	0	5	0	0	0	0	5	0	0	0	0
GB42904	9	27	18	12	18	15	58	0	20	2	11	26	3	9	27	18	11	4	45	12	0	6	3	8	34	2
GB42905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	3	1	12	2	0	7
GB42914	3	5	7	1	0	0	2	0	1	2	4	16	0	0	7	5	0	0	0	0	0	0	2	6	16	0
GB42939	6	50	25	3	3	29	3	3	11	4	43	45	1	4	1	0	7	10	0	5	3	13	4	43	45	1
GB42940	222	562	348	268	263	542	338	211	128	53	566	421	83	222	557	348	269	262	541	338	211	128	53	566	421	83
GB42941	0	0	0	1	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
GB42942	2	20	29	11	5	15	16	3	5	28	7	19	5	3	21	46	11	5	18	13	3	4	28	5	6	4
GB42943	0	0	0	1	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
GB42944	32	51	29	13	20	32	11	20	16	15	76	47	14	33	53	29	13	20	32	11	20	16	15	76	47	14
GB42945	6	50	25	3	3	29	3	3	11	4	43	45	1	4	1	0	7	10	0	5	3	13	4	43	45	1
GB42947	0	7	4	0	2	6	0	0	2	4	1	4	2	0	2	5	0	0	0	0	0	2	4	1	4	2
GB42948	86	57	268	3	36	18	37	34	124	2	170	11	4	74	57	233	3	36	21	36	34	171	6	165	10	3
GB42949	5	7	19	0	3	3	1	0	4	1	4	2	3	4	2	9	0	3	3	1	0	0	0	1	0	0
GB42950	10	34	26	9	13	13	11	11	17	5	23	9	9	4	11	15	5	3	9	5	6	10	5	1	5	2
GB42956	3504	4731	1607	1518	1714	6924	1417	20013	1879	586	6333	4055	1198	30	185	36	25	21	30	6	34	60	19	62	34	4
GB42960	2	0	10	2	0	4	6	0	2	6	8	12	0	2	0	10	2	0	4	7	0	2	6	8	12	0
GB42963	39	70	98	68	80	101	131	61	80	23	175	156	17	20	87	133	62	75	89	128	17	124	29	175	156	17
GB42969	9	23	19	9	14	17	8	6	2	3	21	14	3	9	23	19	9	14	17	8	6	0	3	21	14	3
GB42974	3514	4734	1613	1527	1725	6929	1413	20014	1879	606	6349	4057	1210	33	185	28	34	49	36	19	38	32	28	70	43	16
GB42975	0	2	7	2	5	0	2	0	3	1	6	7	0	7	10	5	6	2	3	5	2	11	3	6	9	1
GB42976	8	4	5	1	5	6	6	0	0	0	8	4	1	3	11	2	3	5	9	8	1	2	0	7	6	1
GB42977	3	8	11	4	2	1	1	1	2	3	22	5	0	5	8	10	4	2	1	2	1	2	3	22	5	0
GB42978	21	10	0	1	5	0	3	0	2	0	6	7	1	20	10	0	0	5	0	0	0	11	0	5	5	0
GB42979	0	0	5	2	1	3	5	4	0	2	2	6	2	0	0	5	0	2	0	4	3	0	2	2	6	2
GB42983	1	2	3	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
GB42984	5	5	9	3	12	13	13	2	10	2	11	2	2	4	9	7	1	2	5	5	1	9	3	10	6	0
GB42985	132	72	53	616	353	200	1773	0	18	44	1188	695	268	168	120	14	220	128	244	606	184	296	18	540	497	108
GB42986	54	65	34	15	36	37	25	32	30	14	74	29	7	53	65	34	15	35	36	25	32	30	14	0	23	0
GB42990	0	0	5	0	0	0	0	0	5	0	15	10	0	0	0	5	0	0	0	0	0	5	0	15	10	0
GB42994	3	17	23	5	7	10	10	1	11	1	6	28	3	4	19	4	3	5	11	11	1	12	1	2	26	1
GB42995	54	65	34	15	36	37	25	32	30	14	74	29	7	53	65	34	15	35	36	25	32	30	14	0	23	0
GB42996	1	2	3	2	8	9	8	0	6	1	1	0	0	2	6	5	0	2	3	5	1	6	2	4	2	0
GB43001	52	169	135	61	53	82	57	24	49	98	219	139	33	4	2	56	61	53	81	57	26	52	94	211	130	29
GB43005	757	2895	3568	179	643	9405	3099	798	602	36	488	906	87	770	2366	3545	176	367	10005	3079	747	589	34	473	2340	85
GB43006	669	980	113	752	364	798	997	1144	718	180	1154	1663	447	624	646	75	752	364	798	997	1144	717	180	1276	1664	447
GB43007	520	313	161	565	170	1048	1235	420	435	50	1286	1333	336	72	243	75	457	153	943	1047	458	433	43	1548	1289	334
GB43008	4	0	0	3	2	3	2	1	12	0	2	0	3	1	0	7	3	2	4	2	1	14	0	1	0	0
GB43012	3	3	7	5	5	3	0	1	5	2	8	32	5	0	2	6	7	4	2	3	1	1	1	7	28	5
GB43015	63	547	400	333	398	264	85	19	370	42	422	147	25	60	504	452	321	373	254	83	17	353	39	440	147	25
GB43019	26	4	4	4	1	3	2	3	8	3	11	3	0	24	4	4	3	1	1	7	3	6	1	0	2	0
GB43020	0	1	0	2	0	3	2	2	0	1	6	1	2	1	0	0	1	0	2	1	2	0	1	5	0	0
GB43021	2	1	0	4	1	2	0	0	1	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0
GB43022	0	0	3	0	0	0	1	1	0	1	1	3	0	0	0	3	0	0	0	1	0	0	0	2	1	0
GB43033	48	61	206	42	50	1	18	28	291	19	178	109	30	43	56	198	42	50	0	17	28	280	14	169	98	28
GB43034	0	141	200	31	36	43	21	47	644	6	166	142	100	3	140	200	31	36	43	22	48	508	3	168	142	98
GB43035	32	235	328	152	128	369	325	29	138	59	121	150	14	18	190	297	141	152	387	357	28	110	43	128	162	13
GB43051	129	741	1916	62	487	185	324	82	498	678	747	674	189	130	733	1777	63	497	183	324	80	492	674	743	663	189
GB43052	558	971	919	458	604	1328	1057	198	595	263	1549	1298	355	368	959	974	458	604	1347	1057	333	1197	250	1550	1298	352
GB43054	1981	6209	15050	1159	2355	2411	3763	910	4609	3171	7968	4907	1922	1814	6180	14325	1175	2411	2507	3758	1036	5202	3108	7966	4909	1914
GB43075	2	27	24	7	12	25	33	3	4	18	47	78	21	12	8	14	3	5	70	31	2	4	18	35	19	4
GB43076	1	0	4	0	1	1	0	0	2	0	1	0	0	1	0	4	0	1	1	0	0	3	0	0	1	0
GB43077	18	74	198	30	45	55	73	18	148	25	99	73	32	13	77	185	23	47	13	79	16	16	15	19	76	27
GB43078	1	0	2	1	0	0	2	0	0	0	0	1	0	1	0	1	1	0	0	2	0	0	0	0	0	0
GB43079	0	0	18	0	0	0	6	1	0	3	1	4	0	0	0	15	0	0	0	6	0	0	1	9	1	0
GB43080	17	30	64	14	7	35	26	6	16	8	60	36	11	15	5	56	14	6	26	44	12	19	7	62	36	9
GB43084	111	156	1031	186	103	253	266	28	234	120	260	372	81	100	120	873	161	88	188	229	27	245	97	208	325	80
GB43088	1	5	37	4	3	4	0	0	0	1	15	0	1	0	5	37	4	0	4	1	1	0	1	12	1	0
GB43089	351	841	1214	626	303	665	598	70	294	208	870	1174	283	282	335	1518	645	269	625	619	277	727	56	864	1166	286
GB43090	69	117	258	69	55	82	93	0	36	23	132	135	30	69	117	260	69	54	82	93	28	58	0	132	137	29
GB43091	0	23	12	3	4	0	10	2	6	3	9	11	4	0	23	11	0	1	4	6	2	16	3	9	11	4
GB43092	50	104	176	59	30	90	203	14	16	30	37	28	11	13	1	29	3	0	1	11	14	17	7	2	0	0
GB43093	2	4	10	0	1	0	5	0	8	0	4	7	2	2	4	10	1	0	3	13	0	8	0	4	7	2
GB43094	2	5	16	5	10	8	20	4	17	2	16	26	2	7	6	26	8	12	14	15	5	19	4	16	24	4
GB43095	229	638	689	493	397	718	1418	136	1057	132	806	1034	171	246	612	731	408	235	1184	924	128	740	109	799	1041	156
GB43096	141	139	156	120	22	199	250	72	173	46	248	235	17	145	147	152	118	11	190	249	72	168	46	245	209	9
GB43097	88	128	180	58	102	156	116	130	284	24	240	184	74	112	130	176	44	70	136	114	90	182	18	248	136	54
