"","ID","GeneID","GenbankID","OtherID"
"27213","rna27212","413697"," Genbank:XM_397138.7","GB49937"
"27214","rna27213","552081"," Genbank:XM_624459.6","GB49936"
"27215","rna27214","552081"," Genbank:XM_006563711.3","GB49936"
"27216","rna27215","113219289"," RFAM:RF00004"," Genbank:XR_003306196.1)"
"27217","rna27216","724965"," Genbank:XM_026445514.1","GB49934"
"27218","rna27217","724965"," Genbank:XM_026445513.1","GB49934"
"27219","rna27218","552312"," Genbank:XM_006563714.3","GB50287"
"27220","rna27219","552312"," Genbank:XM_624687.5","GB50287"
"27221","rna27220","100576958"," Genbank:XM_016916823.2","GB49933"
"27222","rna27221","725088"," Genbank:XM_026445323.1","GB49932"
"27223","rna27222","725088"," Genbank:XM_026445324.1","GB49932"
"27224","rna27223","725088"," Genbank:XM_026445325.1","GB49932"
"27225","rna27224","725088"," Genbank:XM_026445322.1","GB49932"
"27226","rna27225","725088"," Genbank:XM_026445326.1","GB49932"
"27227","rna27226","725088"," Genbank:XM_026445328.1","GB49932"
"27228","rna27227","725088"," Genbank:XM_026445327.1","GB49932"
"27229","rna27228","113219252"," Genbank:XM_026445330.1)",""
"27230","rna27229","113219252"," Genbank:XM_026445329.1)",""
"27231","rna27230","552114"," Genbank:XM_624494.5","GB50289"
"27232","rna27231","724917"," Genbank:XM_001120817.5","GB50290"
"27233","rna27232","113219349"," Genbank:XR_003306396.1)",""
"27234","rna27233","113219349"," Genbank:XR_003306395.1)",""
"27235","rna27234","113219349"," Genbank:XR_003306394.1)",""
"27236","rna27235","113219351"," Genbank:XM_026445949.1)",""
"27237","rna27236","113219352"," Genbank:XR_003306397.1)",""
"27238","rna27237","113219353"," Genbank:XR_003306398.1)",""
"27239","rna27238","102653572"," Genbank:XM_026445950.1)",""
"27240","rna27239","102654884"," Genbank:XR_412398.3)",""
"27241","rna27240","107965822"," Genbank:XM_026445951.1)",""
"27242","rna27241","113219355"," RFAM:RF02543"," Genbank:XR_003306400.1)"
"27243","rna27242","113219354"," RFAM:RF00002"," Genbank:XR_003306399.1)"
"27244","rna27243","113219356"," RFAM:RF00002"," Genbank:XR_003306401.1)"
"27245","rna27244","113219358"," Genbank:XM_026445952.1)",""
"27246","rna27245","107966034"," Genbank:XM_026445752.1)",""
"27247","rna27246","107966034"," Genbank:XM_026445753.1)",""
"27248","rna27247","107965756"," Genbank:XM_026445743.1)",""
"27249","rna27248","107965756"," Genbank:XM_026445746.1)",""
"27250","rna27249","107965756"," Genbank:XM_026445745.1)",""
"27251","rna27250","107965756"," Genbank:XM_026445744.1)",""
"27252","rna27251","102656818"," Genbank:XR_003306230.1)",""
"27253","rna27252","100577109"," Genbank:XR_003306211.1)",""
"27254","rna27253","102656417"," Genbank:XR_003306212.1)",""
"27255","rna27254","113219293"," Genbank:XR_003306214.1)",""
"27256","rna27255","113219293"," Genbank:XR_003306213.1)",""
"27257","rna27256","412637"," Genbank:XM_006557299.3","GB40296"
"27258","rna27257","550975"," Genbank:XM_026445942.1","GB40297"
"27259","rna27258","550975"," Genbank:XM_026445941.1","GB40297"
"27260","rna27259","550975"," Genbank:XM_016917075.1","GB40297"
"27261","rna27260","412739"," Genbank:XM_396192.7","GB40316"
"27262","rna27261","107965672"," Genbank:XM_016916979.2)",""
"27263","rna27262","113219298"," Genbank:XM_026445732.1)",""
"27264","rna27263","552350"," Genbank:NM_001270821.1","GB40299"
"27265","rna27264","411525"," Genbank:XM_026445875.1","GB40312"
"27266","rna27265","411525"," Genbank:XM_006557291.3","GB40312"
"27267","rna27266","411525"," Genbank:XM_006557293.3","GB40312"
"27268","rna27267","411525"," Genbank:XM_006557289.3","GB40312"
"27269","rna27268","411525"," Genbank:XM_006557292.3","GB40312"
"27270","rna27269","552086"," Genbank:XM_026445874.1","GB40301"
"27271","rna27270","552086"," Genbank:XM_624464.6","GB40301"
"27272","rna27271","552086"," Genbank:XM_016917034.2","GB40301"
"27273","rna27272","552086"," Genbank:XM_016917035.2","GB40301"
"27274","rna27273","104797383"," Genbank:NR_127353.1"," miRBase:MI0031798)"
"27275","rna27274","104797383"," miRBase:MIMAT0037276"," miRBase:MI0031798)"
"27276","rna27275","100578684"," Genbank:XM_006557296.3)",""
"27277","rna27276","411575"," Genbank:XM_026445877.1","GB40310"
"27278","rna27277","411575"," Genbank:XM_006557285.3","GB40310"
"27279","rna27278","411575"," Genbank:XM_395046.6","GB40310"
"27280","rna27279","411575"," Genbank:XM_006557286.2","GB40310"
"27281","rna27280","411575"," Genbank:XM_026445878.1","GB40310"
"27282","rna27281","411575"," Genbank:XM_006557288.3","GB40310"
"27283","rna27282","411576"," Genbank:XM_395047.6","GB40302"
"27284","rna27283","100578522"," Genbank:XM_006557284.3","GB40309"
"27285","rna27284","100578522"," Genbank:XM_003249038.4","GB40309"
"27286","rna27285","409521"," Genbank:XM_393027.6","GB40308"
"27287","rna27286","412547"," Genbank:XM_016916951.2","GB40307"
"27288","rna27287","412547"," Genbank:XM_006557283.3","GB40307"
"27289","rna27288","412547"," Genbank:XM_026445718.1","GB40307"
"27290","rna27289","412187"," Genbank:XM_016917110.2","GB40303"
"27291","rna27290","412187"," Genbank:XM_395650.5","GB40303"
"27292","rna27291","412187"," Genbank:XM_016917111.2","GB40303"
"27293","rna27292","412187"," Genbank:XM_016917113.2","GB40303"
"27294","rna27293","412187"," Genbank:XM_016917112.2","GB40303"
"27295","rna27294","413892"," Genbank:XM_006557279.3","GB40304"
"27296","rna27295","413892"," Genbank:XM_397331.7","GB40304"
"27297","rna27296","413892"," Genbank:XM_026445760.1","GB40304"
"27298","rna27297","413891"," Genbank:XM_397330.6","GB40305"
"27299","rna27298","413891"," Genbank:XM_016917097.1","GB40305"
"27300","rna27299","409228"," Genbank:XM_026445919.1","GB50866"
"27301","rna27300","409228"," Genbank:XM_026445918.1","GB50866"
"27302","rna27301","100577943"," Genbank:XM_026445920.1)",""
"27303","rna27302","412388"," Genbank:XM_623698.6","GB50867"
"27304","rna27303","412388"," Genbank:XM_006572149.3","GB50867"
"27305","rna27304","409467"," Genbank:XM_006572148.3","GB50864"
"27306","rna27305","409467"," Genbank:XM_392977.7","GB50864"
"27307","rna27306","107965801"," Genbank:XM_016917418.2)",""
"27308","rna27307","726424"," Genbank:XM_026445914.1","GB54361"
"27309","rna27308","726424"," Genbank:XM_026445913.1","GB54361"
"27310","rna27309","107965660"," Genbank:XR_003306339.1)",""
"27311","rna27310","107965660"," Genbank:XR_003306340.1)",""
"27312","rna27311","726251"," Genbank:XR_407548.3","GB54359"
"27313","rna27312","726251"," Genbank:XM_026445923.1","GB54359"
"27314","rna27313","726251"," Genbank:XM_006557683.3","GB54359"
"27315","rna27314","100576563"," Genbank:XM_003249108.4","GB54356"
"27316","rna27315","100576563"," Genbank:XM_006557690.3","GB54356"
"27317","rna27316","100576563"," Genbank:XM_006557692.3","GB54356"
"27318","rna27317","100576563"," Genbank:XM_006557691.3","GB54356"
"27319","rna27318","100576563"," Genbank:XM_006557695.3","GB54356"
"27320","rna27319","100577347"," Genbank:XM_026445917.1","GB54362"
"27321","rna27320","100577347"," Genbank:XM_026445915.1","GB54362"
"27322","rna27321","100577347"," Genbank:XM_003249114.4","GB54362"
"27323","rna27322","409854"," Genbank:XM_006557688.3","GB54355"
"27324","rna27323","409854"," Genbank:XM_006557686.3","GB54355"
"27325","rna27324","409854"," Genbank:XM_006557687.3","GB54355"
"27326","rna27325","409854"," Genbank:XM_393344.7","GB54355"
"27327","rna27326","726354"," Genbank:XM_001122097.5","GB54354"
"27328","rna27327","551329"," Genbank:XM_006557698.3","GB54363"
"27329","rna27328","412031"," Genbank:XM_006557703.3","GB54353"
"27330","rna27329","412031"," Genbank:XM_006557702.3","GB54353"
"27331","rna27330","412031"," Genbank:XM_395497.7","GB54353"
"27332","rna27331","412031"," Genbank:XM_006557701.3","GB54353"
"27333","rna27332","412031"," Genbank:XM_006557704.3","GB54353"
"27334","rna27333","102653888"," Genbank:XM_026445783.1)",""
"27335","rna27334","102653888"," Genbank:XM_026445784.1)",""
"27336","rna27335","412470"," Genbank:XM_016916928.2","GB54351"
"27337","rna27336","412470"," Genbank:XM_395927.7","GB54351"
"27338","rna27337","113219321"," Genbank:XR_003306332.1)",""
"27339","rna27338","413531"," Genbank:XM_026445864.1","GB54364"
"27340","rna27339","726460"," Genbank:XM_006557707.2","GB54350"
"27341","rna27340","726460"," Genbank:XM_001122192.5","GB54350"
"27342","rna27341","102654268"," Genbank:XM_006557706.3)",""
"27343","rna27342","409952"," Genbank:XM_016916922.2","GB54348"
"27344","rna27343","409952"," Genbank:XM_016916921.2","GB54348"
"27345","rna27344","409952"," Genbank:XM_026445860.1","GB54348"
"27346","rna27345","107965658"," Genbank:XR_001705807.2)",""
"27347","rna27346","113219318"," Genbank:XM_026445863.1)",""
"27348","rna27347","413532"," Genbank:XM_026445865.1","GB54367"
"27349","rna27348","413532"," Genbank:XM_026445866.1","GB54367"
"27350","rna27349","409604"," Genbank:XM_026445862.1","GB54347"
"27351","rna27350","409604"," Genbank:XM_016916925.2","GB54347"
"27352","rna27351","409604"," Genbank:XM_016916924.2","GB54347"
"27353","rna27352","409604"," Genbank:XM_026445861.1","GB54347"
"27354","rna27353","113219322"," Genbank:XR_003306333.1)",""
"27355","rna27354","552470"," Genbank:XM_624843.5","GB54368"
"27356","rna27355","552481"," Genbank:XM_016916929.2","GB16679"
"27357","rna27356","102654461"," Genbank:XM_026445867.1)",""
"27358","rna27357","726117"," Genbank:NM_001097154.2)",""
"27359","rna27358","409951"," Genbank:XM_393443.5","GB54344"
"27360","rna27359","413529"," Genbank:XM_396972.7","GB54371"
"27361","rna27360","552531"," Genbank:XM_624907.5","GB54343"
"27362","rna27361","409384"," Genbank:XM_392899.7","GB54372"
"27363","rna27362","552567"," Genbank:XM_624943.6","GB54342"
"27364","rna27363","552567"," Genbank:XM_006557713.3","GB54342"
"27365","rna27364","409953"," Genbank:XM_006557714.3","GB54341"
"27366","rna27365","413534"," Genbank:XM_026445939.1","GB54373"
"27367","rna27366","413534"," Genbank:XM_026445940.1","GB54373"
"27368","rna27367","413533"," Genbank:XM_396976.7","GB54340"
"27369","rna27368","409424"," Genbank:XM_006557716.3","GB54376"
"27370","rna27369","409424"," Genbank:XM_006557715.3","GB54376"
"27371","rna27370","409424"," Genbank:XM_006557717.3","GB54376"
"27372","rna27371","409424"," Genbank:XM_006557719.3","GB54376"
"27373","rna27372","409424"," Genbank:XM_016917050.2","GB54376"
"27374","rna27373","409424"," Genbank:XM_006557718.3","GB54376"
"27375","rna27374","409424"," Genbank:XM_006557720.3","GB54376"
"27376","rna27375","409424"," Genbank:XM_006557722.3","GB54376"
"27377","rna27376","409424"," Genbank:XM_006557723.3","GB54376"
"27378","rna27377","409424"," Genbank:XM_006557721.3","GB54376"
"27379","rna27378","409424"," Genbank:XM_026445937.1","GB54376"
"27380","rna27379","409424"," Genbank:XM_006557724.3","GB54376"
"27381","rna27380","409424"," Genbank:XM_026445938.1","GB54376"
"27382","rna27381","409424"," Genbank:XM_006557728.3","GB54376"
"27383","rna27382","409424"," Genbank:XM_006557727.3","GB54376"
"27384","rna27383","409423"," Genbank:XM_392937.7","GB54377"
"27385","rna27384","409423"," Genbank:XM_026445772.1","GB54377"
"27386","rna27385","552637"," Genbank:XM_625012.4","GB54339"
"27387","rna27386","552646"," Genbank:XM_006557682.3","GB54338"
"27388","rna27387","552646"," Genbank:XM_016916907.1","GB54338"
"27389","rna27388","552646"," Genbank:XM_026445704.1","GB54338"
"27390","rna27389","552646"," Genbank:NM_001242468.1","GB54338"
"27391","rna27390","412455"," Genbank:XM_016917114.2","GB54378"
"27392","rna27391","412455"," Genbank:XM_006557729.3","GB54378"
"27393","rna27392","412455"," Genbank:XM_026445709.1","GB54378"
"27394","rna27393","412943"," Genbank:XM_006557731.3","GB54337"
"27395","rna27394","412943"," Genbank:XM_016917120.2","GB54337"
"27396","rna27395","412943"," Genbank:XM_396394.7","GB54337"
"27397","rna27396","412943"," Genbank:XM_016917121.2","GB54337"
"27398","rna27397","726521"," Genbank:XM_001120800.5","GB54336"
"27399","rna27398","102655617"," Genbank:XM_016917122.2)",""
"27400","rna27399","102655617"," Genbank:XM_006557733.3)",""
"27401","rna27400","409688"," Genbank:XM_006557732.2","GB54379"
"27402","rna27401","552675"," Genbank:XM_625290.6","GB54381"
"27403","rna27402","552675"," Genbank:XM_006557735.3","GB54381"
"27404","rna27403","552675"," Genbank:XM_006557734.3","GB54381"
"27405","rna27404","100578662"," Genbank:XM_016917093.2)",""
"27406","rna27405","100578662"," Genbank:XM_016917092.2)",""
"27407","rna27406","100578662"," Genbank:XM_016917094.2)",""
"27408","rna27407","107965733","",""
"27409","rna27408","102655787"," Genbank:XR_407554.3)",""
"27410","rna27409","726888"," Genbank:XM_026445925.1","GB54332"
"27411","rna27410","726888"," Genbank:XM_006557736.3","GB54332"
"27412","rna27411","726888"," Genbank:XM_016917090.2","GB54332"
"27413","rna27412","552756"," Genbank:XM_006557739.3","GB54331"
"27414","rna27413","725315"," Genbank:XM_001119960.5","GB54384"
"27415","rna27414","725315"," Genbank:XM_016917127.2","GB54384"
"27416","rna27415","100577610"," Genbank:XM_026445751.1","GB54329"
"27417","rna27416","100577610"," Genbank:XM_006557742.3","GB54329"
"27418","rna27417","100577610"," Genbank:XM_026445750.1","GB54329"
"27419","rna27418","100577610"," Genbank:XR_003306231.1","GB54329"
"27420","rna27419","727004"," Genbank:XM_006557743.3","GB54385"
"27421","rna27420","409222"," Genbank:XM_392746.7","GB54386"
"27422","rna27421","409222"," Genbank:XM_006557744.2","GB54386"
"27423","rna27422","100576457"," Genbank:XM_003249105.4","GB54387"
"27424","rna27423","552554"," Genbank:XM_624930.6","GB54388"
"27425","rna27424","552554"," Genbank:XM_006557745.3","GB54388"
"27426","rna27425","552533"," Genbank:XM_624909.5","GB54328"
"27427","rna27426","113219292"," Genbank:XR_003306199.1)",""
"27428","rna27427","412379"," Genbank:XM_395837.7","GB54389"
"27429","rna27428","412379"," Genbank:XM_026445712.1","GB54389"
"27430","rna27429","412379"," Genbank:XM_026445711.1","GB54389"
"27431","rna27430","412379"," Genbank:XM_006557746.3","GB54389"
"27432","rna27431","412379"," Genbank:XM_006557747.2","GB54389"
"27433","rna27432","107965656"," Genbank:XM_026445903.1)",""
"27434","rna27433","100576487"," Genbank:XM_003249106.4","GB54326"
"27435","rna27434","113219295"," Genbank:XR_003306217.1)",""
"27436","rna27435","113219295"," Genbank:XR_003306218.1)",""
"27437","rna27436","413633"," Genbank:XM_006557751.3","GB54325"
"27438","rna27437","413633"," Genbank:XM_006557752.3","GB54325"
"27439","rna27438","413633"," Genbank:XM_003249107.4","GB54325"
"27440","rna27439","413633"," Genbank:XM_006557754.3","GB54325"
"27441","rna27440","413633"," Genbank:XM_006557753.3","GB54325"
"27442","rna27441","102656625"," Genbank:XR_003306326.1)",""
"27443","rna27442","102656625"," Genbank:XR_003306327.1)",""
"27444","rna27443","113219316"," Genbank:XM_026445849.1)",""
"27445","rna27444","107965706"," Genbank:XM_016917136.2)",""
"27446","rna27445","726816"," Genbank:XM_006557748.3","GB54321"
"27447","rna27446","552328"," Genbank:XM_624704.6","GB54391"
"27448","rna27447","100576709"," Genbank:XM_026445872.1","GB54320"
"27449","rna27448","100576709"," Genbank:XM_026445871.1","GB54320"
"27450","rna27449","100576709"," Genbank:XM_016917065.2","GB54320"
"27451","rna27450","100576709"," Genbank:XM_016917071.2","GB54320"
"27452","rna27451","100576709"," Genbank:XM_016917062.2","GB54320"
"27453","rna27452","100576709"," Genbank:XM_016917066.2","GB54320"
"27454","rna27453","100576709"," Genbank:XM_006557757.3","GB54320"
"27455","rna27454","100576709"," Genbank:XM_016917064.2","GB54320"
"27456","rna27455","100576709"," Genbank:XM_016917068.2","GB54320"
"27457","rna27456","100576709"," Genbank:XM_016917067.2","GB54320"
"27458","rna27457","100576709"," Genbank:XM_026445870.1","GB54320"
"27459","rna27458","100576709"," Genbank:XM_016917069.2","GB54320"
"27460","rna27459","100576709"," Genbank:XM_016917070.2","GB54320"
"27461","rna27460","100576709"," Genbank:XM_026445873.1","GB54320"
"27462","rna27461","100576709"," Genbank:XM_016917073.2","GB54320"
"27463","rna27462","113219323"," Genbank:XR_003306335.1)",""
"27464","rna27463","410052"," Genbank:NM_001142561.1","GB54319"
"27465","rna27464","410052"," Genbank:XM_006557679.3","GB54319"
"27466","rna27465","410052"," Genbank:XM_006557678.3","GB54319"
"27467","rna27466","410052"," Genbank:XM_006557677.3","GB54319"
"27468","rna27467","410052"," Genbank:XM_006557676.3","GB54319"
"27469","rna27468","410052"," Genbank:XM_006557681.3","GB54319"
"27470","rna27469","410052"," Genbank:XM_006557680.3","GB54319"
"27471","rna27470","410052"," Genbank:XM_016916904.2","GB54319"
"27472","rna27471","107965671"," Genbank:XR_001705900.2)",""
"27473","rna27472","726864"," Genbank:XM_006557760.3","GB54393"
"27474","rna27473","726864"," Genbank:XM_006557759.3","GB54393"
"27475","rna27474","726864"," Genbank:XM_016917151.2","GB54393"
"27476","rna27475","100576779"," Genbank:XM_026445904.1","GB54317"
"27477","rna27476","726935"," Genbank:XM_001122652.4","GB54316"
"27478","rna27477","726935"," Genbank:XM_006557763.3","GB54316"
"27479","rna27478","726935"," Genbank:XM_016917134.1","GB54316"
"27480","rna27479","100629007"," Genbank:NR_130405.1"," miRBase:MI0016163)"
"27481","rna27480","100629007"," miRBase:MIMAT0018533"," miRBase:MI0016163)"
"27482","rna27481","724126"," Genbank:XM_001119858.5","GB54315"
"27483","rna27482","102654151"," Genbank:XR_001705970.2)",""
"27484","rna27483","724161"," Genbank:XM_001119916.4","GB54314"
"27485","rna27484","413385"," Genbank:XM_396830.7","GB54395"
"27486","rna27485","100629083"," Genbank:NR_039500.1"," miRBase:MI0016210)"
"27487","rna27486","100629083"," miRBase:MIMAT0018580"," miRBase:MI0016210)"
"27488","rna27487","107965678"," Genbank:XR_003306328.1)",""
"27489","rna27488","413386"," Genbank:XM_006557764.3","GB54313"
"27490","rna27489","107965674"," Genbank:XM_016916984.2)",""
"27491","rna27490","551080"," Genbank:XM_006557767.3","GB54311"
"27492","rna27491","551080"," Genbank:XM_006557768.3","GB54311"
"27493","rna27492","551080"," Genbank:XM_016916982.2","GB54311"
"27494","rna27493","551080"," Genbank:XM_016916981.2","GB54311"
"27495","rna27494","551080"," Genbank:XM_006557766.3","GB54311"
"27496","rna27495","551080"," Genbank:XM_006557769.3","GB54311"
"27497","rna27496","551080"," Genbank:XM_006557770.3","GB54311"
"27498","rna27497","107965675"," Genbank:XR_001705901.2)",""
"27499","rna27498","724468"," Genbank:XM_026445880.1","GB54308"
"27500","rna27499","724468"," Genbank:XM_026445879.1","GB54308"
"27501","rna27500","107965676"," Genbank:XR_001705902.2)",""
"27502","rna27501","102654852"," Genbank:XR_407570.3)",""
"27503","rna27502","100629108"," Genbank:NR_039501.1"," miRBase:MI0016211)"
"27504","rna27503","100629108"," miRBase:MIMAT0018581"," miRBase:MI0016211)"
"27505","rna27504","113219324"," Genbank:XR_003306336.1)",""
"27506","rna27505","100577769"," Genbank:XM_026445881.1","GB54303"
"27507","rna27506","724552"," Genbank:XM_001120442.5","GB54396"
"27508","rna27507","102655009"," Genbank:XM_006557776.3)",""
"27509","rna27508","552205"," Genbank:XR_003306324.1","GB54399"
"27510","rna27509","552205"," Genbank:XR_003306322.1","GB54399"
"27511","rna27510","552205"," Genbank:XR_003306323.1","GB54399"
"27512","rna27511","552205"," Genbank:XM_006557786.3","GB54399"
"27513","rna27512","551938"," Genbank:XM_006557780.3","GB54302"
"27514","rna27513","551938"," Genbank:XM_006557783.3","GB54302"
"27515","rna27514","551938"," Genbank:XM_624321.6","GB54302"
"27516","rna27515","551938"," Genbank:XM_006557784.3","GB54302"
"27517","rna27516","551938"," Genbank:XM_006557782.3","GB54302"
"27518","rna27517","113219294"," Genbank:XR_003306215.1)",""
"27519","rna27518","107965697"," Genbank:XR_001705960.2)",""
"27520","rna27519","724867"," Genbank:XM_001120770.5","GB54401"
"27521","rna27520","724827"," Genbank:XM_001120728.5","GB54301"
"27522","rna27521","412064"," Genbank:XR_003306216.1","GB54300"
"27523","rna27522","412064"," Genbank:XM_395530.5","GB54300"
"27524","rna27523","550828"," Genbank:XM_623218.6","GB54404"
"27525","rna27524","413789"," Genbank:XM_397228.7","GB51247"
"27526","rna27525","107965687"," Genbank:XM_016917030.2)",""
"27527","rna27526","107965687"," Genbank:XM_016917029.2)",""
"27528","rna27527","409638"," Genbank:XM_006559408.3)",""
"27529","rna27528","409638"," Genbank:XM_006559412.2)",""
"27530","rna27529","409638"," Genbank:XM_006559409.3)",""
"27531","rna27530","409638"," Genbank:XM_006559407.3)",""
"27532","rna27531","409638"," Genbank:XM_006559413.3)",""
"27533","rna27532","409638"," Genbank:XM_016917028.2)",""
"27534","rna27533","409638"," Genbank:XM_006559410.3)",""
"27535","rna27534","552448"," Genbank:XM_624821.6","GB51251"
"27536","rna27535","724807"," Genbank:XM_016917086.2","GB14553"
"27537","rna27536","412513"," Genbank:XM_026445781.1","GB51361"
"27538","rna27537","102656258"," Genbank:XM_006559404.3)",""
"27539","rna27538","411469"," Genbank:XM_394944.7","GB51360"
"27540","rna27539","411469"," Genbank:XM_016917084.2","GB51360"
"27541","rna27540","100578129"," Genbank:XM_026445779.1","GB51255"
"27542","rna27541","100578129"," Genbank:XM_026445778.1","GB51255"
"27543","rna27542","552334"," Genbank:XM_624710.6","GB51256"
"27544","rna27543","552318"," Genbank:XM_006559402.3","GB51359"
"27545","rna27544","552318"," Genbank:XM_624693.6","GB51359"
"27546","rna27545","408556"," Genbank:XM_006559401.3","GB51257"
"27547","rna27546","408556"," Genbank:XM_016916987.2","GB51257"
"27548","rna27547","102655915"," Genbank:XR_001705911.2)",""
"27549","rna27548","113219300"," Genbank:XR_003306229.1)",""
"27550","rna27549","725117"," Genbank:XM_006559419.3","GB12262"
"27551","rna27550","725117"," Genbank:XR_001705910.2","GB12262"
"27552","rna27551","725117"," Genbank:XR_001705909.2","GB12262"
"27553","rna27552","725117"," Genbank:XM_016916988.2","GB12262"
"27554","rna27553","102655793"," Genbank:XR_408366.3)",""
"27555","rna27554","100577046"," Genbank:XM_026445905.1)",""
"27556","rna27555","412696"," Genbank:XM_006559399.2","GB51358"
"27557","rna27556","412696"," Genbank:XM_006559400.2","GB51358"
"27558","rna27557","409572"," Genbank:XM_026445742.1","GB51261"
"27559","rna27558","113219326"," Genbank:XM_026445907.1)",""
"27560","rna27559","725251"," Genbank:XM_016917123.2","GB51263"
"27561","rna27560","725251"," Genbank:XM_006559398.3","GB51263"
"27562","rna27561","100577996"," Genbank:XM_006559396.3","GB51357"
"27563","rna27562","409469"," Genbank:XM_006559340.3","GB51356"
"27564","rna27563","409469"," Genbank:XM_006559341.2","GB51356"
"27565","rna27564","409469"," Genbank:XM_016916903.2","GB51356"
"27566","rna27565","409469"," Genbank:NM_001040233.1","GB51356"
"27567","rna27566","409487"," Genbank:XR_408362.3","GB51264"
"27568","rna27567","409487"," Genbank:XM_006559395.2","GB51264"
"27569","rna27568","409487"," Genbank:XM_392994.7","GB51264"
"27570","rna27569","411556"," Genbank:XM_006559394.3","GB51355"
"27571","rna27570","411556"," Genbank:XM_016917040.2","GB51355"
"27572","rna27571","552100"," Genbank:XM_026445933.1","GB51354"
"27573","rna27572","552100"," Genbank:XM_026445930.1","GB51354"
"27574","rna27573","552100"," Genbank:XM_026445932.1","GB51354"
"27575","rna27574","552100"," Genbank:XM_026445935.1","GB51354"
"27576","rna27575","552100"," Genbank:XM_026445929.1","GB51354"
"27577","rna27576","552100"," Genbank:XM_026445928.1","GB51354"
"27578","rna27577","552100"," Genbank:XM_026445931.1","GB51354"
"27579","rna27578","552100"," Genbank:XM_026445934.1","GB51354"
"27580","rna27579","102655376"," Genbank:XR_408361.3)",""
"27581","rna27580","102654984"," Genbank:XR_408351.3)",""
"27582","rna27581","102655025"," Genbank:XR_001705998.1)",""
"27583","rna27582","102655025"," Genbank:XR_003306319.1)",""
"27584","rna27583","102655025"," Genbank:XR_003306320.1)",""
"27585","rna27584","102655025"," Genbank:XR_003306321.1)",""
"27586","rna27585","102655025"," Genbank:XR_003306317.1)",""
"27587","rna27586","102655025"," Genbank:XR_003306316.1)",""
"27588","rna27587","102655025"," Genbank:XR_003306318.1)",""
"27589","rna27588","113219296"," Genbank:XR_003306219.1)",""
"27590","rna27589","107965714"," Genbank:XR_001706004.2)",""
"27591","rna27590","107965713"," Genbank:XR_003306228.1)",""
"27592","rna27591","113219317"," Genbank:XR_003306329.1)",""
"27593","rna27592","113219317"," Genbank:XR_003306330.1)",""
"27594","rna27593","102655208"," Genbank:XR_003306331.1)",""
"27595","rna27594","411953"," Genbank:XM_395421.7","GB51271"
"27596","rna27595","725469"," Genbank:XM_026445782.1","GB51349"
"27597","rna27596","552019"," Genbank:XM_026445731.1","GB51348"
"27598","rna27597","552019"," Genbank:XM_006559389.3","GB51348"
"27599","rna27598","552019"," Genbank:XM_006559391.3","GB51348"
"27600","rna27599","107965694"," Genbank:XR_001705935.1)",""
"27601","rna27600","113219297"," Genbank:XR_003306222.1)",""
"27602","rna27601","100576736"," Genbank:XM_003249434.4","GB51346"
"27603","rna27602","551991"," Genbank:XR_408347.3)",""
"27604","rna27603","551991"," Genbank:XM_006559385.3)",""
"27605","rna27604","551991"," Genbank:XM_624374.4)",""
"27606","rna27605","551991"," Genbank:XR_408346.3)",""
"27607","rna27606","107965657"," Genbank:XM_016916914.2)",""
"27608","rna27607","107965657"," Genbank:XM_026445842.1)",""
"27609","rna27608","551947"," Genbank:XM_026445896.1","GB51344"
"27610","rna27609","551947"," Genbank:XM_026445897.1","GB51344"
"27611","rna27610","107965692"," Genbank:XM_026445900.1)",""
"27612","rna27611","107965692"," Genbank:XM_026445902.1)",""
"27613","rna27612","107965692"," Genbank:XM_016917043.1)",""
"27614","rna27613","107965692"," Genbank:XM_026445898.1)",""
"27615","rna27614","107965692"," Genbank:XM_026445901.1)",""
"27616","rna27615","413802"," Genbank:XM_397241.7","GB51273"
"27617","rna27616","413774"," Genbank:XM_397213.6","GB51342"
"27618","rna27617","725788"," Genbank:XM_006559376.3","GB51341"
"27619","rna27618","725788"," Genbank:XM_016916986.2","GB51341"
"27620","rna27619","725788"," Genbank:XM_026445714.1","GB51341"
"27621","rna27620","100576554"," Genbank:XM_003249431.4","GB51339"
"27622","rna27621","100576590"," Genbank:XM_026445716.1)",""
"27623","rna27622","551848"," Genbank:XM_026445713.1","GB51276"
"27624","rna27623","551848"," Genbank:XM_006559382.3","GB51276"
"27625","rna27624","551848"," Genbank:XM_006559381.3","GB51276"
"27626","rna27625","725928"," Genbank:XM_001121716.5","GB51337"
"27627","rna27626","725928"," Genbank:XM_006559384.3","GB51337"
"27628","rna27627","102654221"," Genbank:XR_001705908.2)",""
"27629","rna27628","551165"," Genbank:XM_006559383.2","GB51278"
"27630","rna27629","551165"," Genbank:XM_026445715.1","GB51278"
"27631","rna27630","102654340"," Genbank:XR_408344.3)",""
"27632","rna27631","551039"," Genbank:XM_623435.5","GB51335"
"27633","rna27632","409514"," Genbank:XM_393021.7","GB51281"
"27634","rna27633","102653684"," Genbank:XR_408337.3)",""
"27635","rna27634","551771"," Genbank:XM_624158.6","GB51334"
"27636","rna27635","412083"," Genbank:XM_006559374.2","GB51333"
"27637","rna27636","412083"," Genbank:XM_006559373.3","GB51333"
"27638","rna27637","412084"," Genbank:XM_395550.7","GB51332"
"27639","rna27638","412084"," Genbank:XM_026445927.1","GB51332"
"27640","rna27639","408557"," Genbank:XM_392102.7","GB51282"
"27641","rna27640","408558"," Genbank:XM_392103.6","GB51331"
