""	X8754AD	X875cAD	X875gAD	X8820AD	X882cAD	X882pAD	X888aAD	X888hAD	X888jAD	X894bAD	X894qAD	X894rAD	X8754AQ	X875cAQ	X875gAQ	X8820AQ	X882cAQ	X882pAQ	X888aAQ	X888hAQ	X888jAQ	X894bAQ	X894qAQ	X894rAQ
GB42142	904	816	2053	871	997	1650	1006	1663	1236	1490	635	1303	933	828	1952	859	999	1650	1130	1608	1179	1494	634	1272
GB42143	206	19	312	162	45	168	525	684	356	244	173	183	172	16	18	15	44	153	524	684	356	244	173	182
GB42145	22	9	11	1	3	10	2	13	5	6	8	4	20	7	8	1	3	10	4	10	8	5	6	4
GB42147	6	8	17	3	7	26	24	70	35	5	14	20	5	0	23	5	7	28	23	69	35	2	13	15
GB42148	3	3	0	5	0	0	8	3	2	3	2	1	3	3	0	5	0	0	6	4	1	3	1	2
GB42150	91	114	274	110	46	125	163	244	82	254	118	133	88	110	273	152	28	133	116	287	44	250	125	130
GB42155	0	0	8	0	1	2	0	2	0	0	0	0	4	1	1	0	0	1	0	0	0	0	2	0
GB42156	1459	959	2172	2139	258	1204	2266	6327	5431	1144	308	751	1547	945	1341	2142	252	1201	1834	4014	3882	1159	290	747
GB42161	240	295	425	374	175	590	577	771	524	494	255	315	244	294	422	385	182	594	588	770	518	500	254	318
GB42162	260	261	403	400	90	421	722	783	612	200	90	142	244	171	495	401	91	407	776	875	737	210	95	142
GB42163	28	26	36	37	9	44	72	78	61	20	9	14	24	17	45	37	9	42	77	87	73	20	9	14
GB42164	1003	953	1481	1577	404	1849	3060	3496	2832	821	281	395	977	732	1697	1575	408	1784	3185	3719	3120	825	281	407
GB42165	781	831	1262	1225	396	1580	2117	2424	1850	928	443	615	758	654	1438	1192	388	1510	2223	2603	2084	929	442	696
GB42167	17	9	17	34	6	29	19	45	23	22	11	13	22	10	20	34	7	21	19	43	22	23	10	10
GB42172	35	43	121	52	52	110	138	219	169	69	59	94	55	88	79	64	57	113	138	219	170	35	65	65
GB42179	13	0	4	5	0	6	11	11	10	5	4	3	12	0	6	6	1	2	10	10	9	5	4	3
GB42180	19	2	6	15	1	3	13	34	30	3	2	4	11	0	11	10	1	2	8	13	31	1	1	2
GB42181	0	20	0	0	0	0	10	10	0	30	0	0	0	0	10	0	10	0	0	10	0	30	0	0
GB42182	139	19	181	492	0	5	1565	1387	967	228	1	2	158	10	213	332	0	0	7	17	821	282	3	0
GB42184	18	10	102	38	15	41	52	48	20	29	44	78	17	10	100	38	13	39	54	46	20	29	43	75
GB42187	430	392	447	548	185	769	777	1798	756	503	185	475	400	394	496	635	186	885	774	1794	752	499	182	474
GB42188	9017	4966	8567	6920	2017	7094	10080	18106	13552	5810	2275	6049	7777	4384	7101	5149	2114	7428	11696	19739	15243	5691	2274	5200
GB42190	27	21	27	13	2	34	85	74	32	31	34	39	17	11	0	0	5	28	0	1	0	31	34	39
GB42191	6	10	33	0	9	49	33	26	2	9	56	14	8	20	0	0	5	20	32	27	2	9	56	14
GB42195	147	120	333	135	138	490	363	292	183	303	399	358	147	120	334	135	138	489	358	292	189	312	420	357
GB42201	56	50	231	150	34	85	98	180	212	132	41	66	53	53	205	145	30	61	99	123	231	110	26	57
GB42206	1	1	0	0	0	0	1	0	0	0	0	0	1	1	3	0	0	0	0	1	3	0	0	0
GB42210	5	2	8	0	0	14	2	7	0	1	4	6	4	5	9	0	0	14	2	7	0	0	4	6
GB42212	95	159	64	41	30	70	94	118	134	76	53	108	65	136	47	40	28	70	64	112	132	67	47	85
GB42213	67	265	129	98	57	234	160	271	204	200	130	208	74	239	137	98	57	237	163	289	180	200	130	205
GB42214	18	21	12	26	8	23	42	49	39	17	4	13	18	21	12	25	5	20	42	49	39	15	4	12
GB42215	13	0	14	18	12	31	52	33	52	25	0	25	9	1	8	18	12	31	57	37	56	27	0	24
GB42218	0	6	3	42	141	15	106	182	28	1	1	10	8	4	79	562	1502	6	525	1202	304	0	0	0
GB42219	146	2	569	10231	16409	133	3897	19270	11777	101	185	19	313	95	833	14178	22772	288	5167	25572	14829	215	266	114
GB42220	18	16	62	6	7	28	26	26	14	29	30	12	19	18	60	6	8	28	27	26	15	19	17	13
GB42222	131	272	122	152	93	285	228	147	215	226	186	105	144	256	127	152	93	286	228	147	215	4	7	113
GB42223	8	10	5	3	2	20	37	24	20	8	15	6	10	15	7	3	2	20	37	24	20	1	2	4
GB42224	84	54	168	108	64	246	298	222	224	112	84	144	51	45	114	84	60	216	321	226	268	113	84	141
GB42225	16	6	9	40	7	36	46	41	64	21	12	33	29	11	18	39	7	35	57	28	67	14	11	22
GB42227	19	16	119	22	11	108	8	42	42	26	17	25	19	16	117	22	11	108	8	43	44	26	16	25
GB42228	18	21	12	26	8	23	42	49	39	17	4	13	18	21	12	25	5	20	42	49	39	15	4	12
GB42241	7	23	13	13	7	26	18	32	26	13	11	14	7	23	13	13	7	26	19	32	26	13	11	14
GB42244	6	15	3	0	0	10	5	9	1	6	4	1	6	15	3	0	0	10	5	9	1	1	0	0
GB42249	3457	258	4360	1185	676	2376	2236	3034	1932	3085	1922	2816	3845	346	4540	1277	762	2452	2254	2978	1785	2986	1929	2677
GB42253	26	2	31	9	18	24	74	25	23	4	6	15	3	1	10	4	22	2	71	5	19	7	6	15
GB42260	3814	174	550	1414	269	718	1462	2456	3360	3179	620	1057	3750	126	471	1412	270	720	1317	2285	2799	2953	618	1054
GB42262	0	2	4	0	0	4	38	7	2	12	13	9	0	1	1	0	0	4	37	7	2	12	16	10
GB42268	65	25	12	39	16	20	74	6	8	19	1	4	59	12	30	38	17	17	81	20	60	30	2	5
GB42269	17	18	71	52	13	17	42	66	44	75	24	23	14	17	70	52	13	16	39	64	47	74	23	23
GB42271	0	8	1	0	0	3	6	11	5	2	1	1	0	0	2	2	0	2	4	10	3	0	0	0
GB42275	9	3	41	12	10	59	52	32	10	16	26	5	9	3	41	9	5	30	50	32	10	16	26	5
GB42281	66	111	60	47	30	135	166	112	78	87	101	71	66	111	60	47	30	116	166	112	78	87	101	71
GB42282	3	6	27	0	0	1	14	7	18	5	0	1	6	4	19	0	0	1	14	7	17	5	0	1
GB42288	0	5	0	4	0	6	2	1	0	0	1	0	0	4	0	4	0	6	2	1	0	0	0	0
GB42292	295	17	470	140	2	99	221	424	392	274	343	538	304	14	473	136	3	95	212	416	396	274	342	540
GB42294	10	1	26	4	4	3	15	7	16	15	12	13	10	1	26	0	0	5	0	5	0	15	12	13
GB42295	13	2	13	4	2	7	40	30	3	3	9	7	13	2	13	0	1	5	40	30	3	3	9	7
GB42298	2	12	5	3	2	14	9	13	2	6	5	2	2	12	4	3	2	15	9	13	2	1	11	10
GB42300	36	37	63	31	18	53	58	47	64	74	42	57	27	41	67	19	18	26	55	46	69	39	18	44
GB42301	0	0	1	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	2	0	1	0	2
GB42303	37	26	23	7	1	3	40	59	31	51	20	23	25	18	23	0	6	6	22	55	23	34	9	20
GB42304	170	31	90	45	5	67	113	99	239	88	91	27	168	35	80	47	8	66	107	91	236	86	76	24
GB42305	15	6	23	6	8	17	35	25	17	19	11	20	15	6	23	7	8	17	35	25	17	19	11	20
GB42306	35	64	91	66	23	84	38	65	60	82	61	81	37	66	91	66	23	84	37	84	60	82	60	80
GB42310	149	61	626	66	89	370	255	15	58	504	440	468	462	260	2564	58	97	427	752	165	156	204	888	239
GB42311	7	12	8	4	4	6	18	16	7	8	0	0	7	12	8	3	2	17	18	15	7	6	1	4
GB42313	34	54	90	14	74	133	144	200	144	121	41	141	28	68	73	69	69	82	143	192	139	47	40	87
GB42314	2	2	8	0	3	1	5	6	2	5	0	4	3	1	8	0	5	3	7	4	2	1	0	0
GB42317	14	8	16	8	7	22	30	31	13	20	11	13	11	11	17	8	7	24	28	28	14	20	12	11
GB42320	0	2	2	0	0	2	1	2	0	0	0	1	0	1	1	0	0	0	6	3	0	2	0	0
GB42326	125	97	155	14	9	79	49	58	50	53	47	81	106	106	120	12	8	69	50	59	50	38	46	69
GB42327	99	143	183	79	41	150	97	187	110	136	100	164	99	147	175	40	48	128	93	188	108	135	99	159
GB42328	230	383	576	322	146	480	218	404	402	426	297	373	215	354	527	323	147	488	222	398	396	420	291	372
GB42329	4	21	46	2	15	55	55	34	8	19	42	31	5	28	1	2	15	55	55	34	8	19	42	31
GB42331	26	20	42	20	36	47	50	64	4	42	0	9	26	20	42	20	36	47	55	69	4	42	0	9
GB42332	211	82	368	115	86	232	374	329	220	319	119	228	211	80	359	117	85	230	373	326	220	317	120	232
GB42334	42	12	19	5	2	38	81	24	24	27	24	11	42	12	23	6	3	40	93	22	24	30	27	13
GB42339	179	3	92	15	3	36	15	80	40	7	7	49	188	3	87	29	5	38	15	81	40	2	5	52
GB42341	6	0	4	0	0	0	6	1	8	4	3	10	6	0	4	0	0	0	5	1	8	4	3	8
GB42356	0	1	6	22	1	5	1	0	1	1	1	1	0	0	1	22	1	5	1	0	1	1	1	1
GB42358	4	9	4	0	1	1	5	11	7	2	5	3	4	9	4	0	0	2	5	11	7	2	2	3
GB42359	44	58	58	34	1	53	65	59	47	26	52	62	50	36	67	33	3	50	72	60	48	28	56	60
GB42360	133	63	185	76	25	126	158	264	123	141	101	51	134	60	184	76	25	134	149	245	115	116	66	51
GB42364	20	2	27	8	9	25	25	36	15	14	16	20	31	6	18	9	6	8	9	30	26	18	19	6
GB42365	27	6	27	13	6	36	44	57	17	31	21	23	27	6	27	13	6	36	1	1	17	31	21	23
GB42369	40	35	54	25	0	38	56	40	28	23	47	52	40	35	54	25	0	38	58	43	30	24	47	52
GB42376	1	0	4	0	0	4	35	2	0	2	7	5	1	0	4	0	0	1	35	2	0	2	7	5
GB42378	52	129	117	57	49	150	168	247	117	102	81	73	52	122	98	54	56	131	172	248	119	105	80	73
GB42385	1753	18234	10239	3265	1701	7822	15469	9715	4138	7576	9609	4867	100	20438	701	3960	2357	8995	829	518	2775	7548	9579	4856
GB42400	17	41	27	24	25	56	54	42	46	59	25	54	16	41	27	24	25	56	54	42	46	78	25	54
GB42401	2	11	9	3	3	3	10	10	3	3	13	10	2	11	9	3	3	3	10	10	3	5	0	0
GB42408	1269	265	856	322	245	258	1765	2548	1572	453	186	84	1455	269	864	330	245	259	1745	2504	1534	432	172	70
GB42409	3	0	0	1	0	5	0	7	1	0	2	6	4	2	1	1	1	2	0	5	2	4	6	7
GB42410	1180	123	449	1561	1091	202	325	96	290	213	822	236	4966	202	654	1580	1091	202	491	227	463	213	841	236
GB42411	60	88	230	140	119	227	3	171	89	141	124	258	62	86	226	140	115	225	1	168	89	141	115	259
GB42414	8	13	6	1	9	13	10	11	8	2	13	11	1	3	1	1	9	13	12	14	7	2	13	11
GB42421	0	0	1	0	0	1	0	0	0	2	0	1	0	5	1	0	0	3	1	0	0	6	0	2
GB42423	41	2	37	0	1	2	6	2	33	0	2	2	41	1	31	0	2	3	1	0	32	0	0	2
GB42424	5	4	11	2	7	4	12	0	9	0	1	8	5	4	11	2	7	4	12	0	9	0	0	8
GB42426	157	479	161	111	65	230	455	648	252	81	283	15	123	524	188	113	72	242	368	653	136	76	277	20
GB42428	22	125	21	26	12	139	54	40	30	82	119	83	22	129	27	14	8	55	55	41	30	24	14	32
GB42434	78	35	41	23	27	25	27	29	53	84	94	30	39	23	16	17	37	17	27	23	56	87	93	30
GB42435	54	139	52	15	16	59	189	238	81	35	9	10	51	140	52	13	16	59	189	237	83	36	9	10
GB42439	1942	1077	1924	649	803	938	1251	1818	1348	695	532	657	1941	1072	1958	524	705	827	1219	1641	1204	665	508	639
GB42440	35	48	59	46	12	46	73	111	67	11	17	23	33	47	58	37	12	53	59	97	55	9	16	19
GB42455	62	169	205	81	77	262	155	186	74	125	108	88	10	180	284	80	78	261	155	185	73	125	108	89
GB42459	8	3	1	5	4	13	23	50	32	8	5	5	0	10	8	5	4	13	0	0	0	8	5	5
GB42462	213	257	285	299	136	308	443	741	485	128	60	143	220	224	276	263	111	311	389	656	426	124	54	138
GB42463	1115	1023	1770	1904	819	2234	2091	4325	2382	610	1023	733	176	536	1397	1902	757	2028	1835	4262	2374	470	504	541
GB42466	178	354	459	92	62	328	401	476	370	178	215	258	135	303	73	52	199	119	403	430	391	201	214	258
GB42469	1	5	12	5	1	12	16	6	7	1	16	4	0	4	1	5	6	5	15	6	7	4	4	4
GB42477	4	6	2	2	0	4	4	9	0	0	4	10	4	6	2	2	0	4	2	2	0	6	4	0
GB42482	18	53	83	31	10	95	85	71	55	33	43	73	15	53	83	31	11	95	85	71	55	33	42	73
GB42484	109	101	218	163	82	131	334	515	452	136	41	74	102	109	224	149	74	137	339	417	463	121	50	56
GB42495	9	11	2	1	0	1	2	19	4	4	3	0	5	9	2	1	0	1	1	0	0	4	3	0
GB42505	14	7	8	0	0	1	1	5	1	10	2	0	24	6	2	0	1	1	2	3	0	2	2	0
GB42506	2	3	4	0	0	6	1	3	0	0	0	4	3	6	3	0	1	5	8	0	0	1	1	3
GB42507	3	6	8	1	0	3	0	8	0	7	3	1	3	6	8	1	0	3	0	8	0	5	1	0
GB42508	71	33	43	24	2	17	76	127	84	33	17	21	76	30	34	43	6	22	14	26	7	27	7	13
GB42511	494	106	99	152	22	209	171	371	222	124	18	35	481	103	78	145	20	206	185	452	285	114	15	24
GB42515	44	156	652	0	102	378	458	236	0	24	206	168	44	154	650	0	102	378	458	238	0	22	206	168
GB42519	0	2	0	0	0	0	4	6	3	0	0	0	0	4	0	0	0	0	4	6	3	0	0	0
GB42522	22	21	11	18	12	36	16	64	8	12	54	48	4	3	2	36	18	60	24	60	2	0	0	24
GB42523	232	233	224	260	79	431	421	536	349	440	610	609	667	470	252	265	93	446	403	521	350	426	592	584
GB42534	21	71	274	139	22	368	97	168	88	233	111	152	150	74	354	172	18	421	75	54	87	44	83	70
GB42540	1	3	3	0	1	3	4	2	0	7	5	1	1	1	6	0	1	7	4	2	0	6	5	1
GB42541	27	10	41	36	29	68	33	42	8	94	16	53	42	0	92	63	45	120	64	62	14	139	29	86
GB42544	0	0	3	0	0	1	1	0	0	1	2	1	0	0	3	0	0	2	0	0	0	3	2	3
GB42548	9	12	38	90	5	7	101	283	149	191	181	141	94	16	57	90	5	4	100	282	145	193	139	140
GB42549	0	0	6	7	2	34	2	6	0	0	7	9	0	2	29	7	2	34	0	3	0	0	2	5
GB42550	9	10	34	124	56	343	323	266	20	60	46	144	5	22	65	114	45	320	302	274	22	122	57	181
GB42551	11	42	193	27	11	107	15	32	2	30	16	19	14	13	145	27	14	107	29	16	17	4	17	11
GB42565	731	676	1137	708	474	1286	1128	1610	803	998	1370	1291	980	902	1040	698	488	1278	1106	1599	802	986	1351	1262
GB42567	650	1952	2521	1560	585	3455	2993	2686	1731	3911	2057	2656	707	1581	2259	1491	554	2492	2738	2733	1380	3754	2041	2631
GB42568	6	9	5	0	2	3	3	7	3	3	0	0	6	9	5	1	0	0	3	7	3	0	0	0
GB42570	0	0	6	6	0	0	2	2	10	2	1	10	0	0	9	2	0	0	2	2	5	2	1	21
GB42576	146	1	198	69	0	129	98	200	156	230	8	40	145	0	195	84	0	107	100	202	138	232	9	44
GB42577	1882	110	2949	781	15	1592	1099	3138	1827	2628	36	551	1883	118	2922	1049	6	1321	1122	3141	1567	2623	29	547
GB42578	135	132	363	335	114	203	96	163	274	285	248	479	131	126	358	335	114	209	96	161	271	285	246	482
GB42579	360	101	737	176	190	845	318	257	309	617	438	934	360	100	737	172	203	864	230	198	239	516	353	793
GB42580	12	71	129	12	15	46	41	21	19	89	106	117	12	46	113	16	9	58	34	14	16	76	96	102
GB42582	10	3	106	49	18	0	2	67	89	0	1	0	10	2	106	49	18	0	0	66	83	0	1	0
GB42583	31	14	51	24	4	21	26	25	38	15	9	8	31	14	51	0	0	0	26	25	38	15	9	8
GB42584	2135	212	3120	513	162	685	1119	2013	1533	2694	711	1557	2029	180	3022	423	135	502	848	1531	1125	2541	675	1547
GB42585	25	33	73	4	5	15	10	14	9	27	8	151	17	26	34	3	6	16	9	11	3	22	6	19
GB42586	42	21	51	26	27	24	220	331	200	105	34	72	39	12	21	26	27	21	217	333	199	105	34	72
GB42592	4	1	49	4	3	36	36	108	57	28	9	7	7	6	14	3	1	33	32	113	58	29	5	6
GB42594	4	3	4	2	2	3	5	3	2	4	12	8	5	1	4	1	0	2	4	5	2	5	5	6
GB42595	0	1	1	0	1	0	3	6	0	0	0	1	1	1	0	5	0	0	0	0	0	0	0	1
GB42602	290	18	387	21	83	91	153	448	28	103	22	320	310	34	388	35	83	102	139	353	30	87	17	305
GB42603	520	143	92	749	19	646	163	698	893	435	77	828	493	115	110	740	18	616	171	506	702	408	32	791
GB42604	133	181	362	199	69	67	94	201	104	81	42	111	109	157	297	210	73	76	91	199	106	77	44	105
GB42606	5	3	37	1	0	32	1	3	2	24	30	12	1	0	33	0	0	35	3	0	1	13	30	12
GB42607	380	137	858	197	193	749	500	586	284	473	444	425	323	97	782	203	196	728	470	596	279	401	417	401
GB42609	2052	297	3303	1069	877	3080	2752	3339	1717	2671	1842	2303	1992	275	3215	1080	850	3037	2732	3237	1730	2498	1868	2290
GB42612	9	6	22	33	11	96	25	8	10	13	49	20	5	7	21	22	8	93	24	10	9	13	51	19
GB42613	378	373	596	272	274	422	1163	1629	725	498	329	348	378	373	596	17	18	403	1165	1628	725	498	330	346
GB42616	89	54	852	462	264	58	40	120	53	55	38	31	95	60	856	400	182	124	36	128	53	51	36	28
GB42621	567	181	2966	234	161	168	287	468	211	95	52	41	1491	417	7929	173	133	220	363	602	253	103	60	52
GB42623	11	0	14	0	23	0	1	1	0	1	3	2	48	4	25	1	23	3	3	2	2	7	4	4
GB42624	35	40	121	48	41	25	35	28	15	47	12	5	42	58	134	48	41	25	31	27	12	47	12	5
GB42632	6	8	4	2	6	2	4	7	0	7	5	4	7	8	6	0	4	5	8	0	0	3	2	4
GB42634	41	62	68	42	35	72	167	134	81	104	89	88	60	87	112	42	54	106	248	132	86	101	119	101
GB42635	9	13	6	6	8	10	10	12	9	21	21	20	9	13	6	6	4	9	10	11	9	21	21	20
GB42637	440	411	455	155	42	111	206	310	529	204	186	362	120	241	254	152	36	149	122	286	334	205	186	349
GB42638	8	4	17	2	0	4	10	16	10	10	12	12	6	4	16	1	0	7	10	16	9	9	11	14
GB42639	23	3	64	18	10	28	24	44	13	58	44	61	22	2	60	15	13	48	21	39	13	54	45	70
GB42640	0	0	0	0	0	1	1	2	1	0	1	0	0	0	0	0	0	1	1	0	0	0	2	1
GB42646	0	3	0	0	0	0	0	3	1	2	1	1	0	0	0	0	0	1	0	3	1	0	0	0
GB42647	9	2	0	1	1	17	3	2	11	5	4	15	9	2	0	1	2	17	5	2	11	3	4	17
GB42653	0	1	5	0	0	6	16	4	0	0	10	2	0	1	5	0	1	0	16	4	0	0	10	2
GB42660	0	0	0	0	0	16	1	0	1	6	0	4	0	0	0	0	0	8	1	0	1	3	0	6
GB42666	22	47	29	57	32	47	102	136	79	39	27	10	23	47	29	57	32	47	102	136	79	39	27	10
GB42667	18	213	47	46	168	521	422	176	52	107	249	223	20	202	56	46	168	521	441	160	65	123	286	229
GB42669	3	4	3	2	6	13	17	5	4	0	6	2	9	4	6	2	6	13	7	2	2	1	10	0
GB42670	0	0	1	1	1	0	5	1	3	0	0	1	0	1	0	1	1	0	4	1	3	0	0	0
GB42671	345	230	343	720	230	285	400	804	753	167	35	33	332	223	342	732	229	279	392	880	751	143	29	27
GB42673	148	399	387	223	192	537	264	306	214	399	237	261	121	237	301	205	77	264	219	251	154	367	207	268
GB42674	76	46	105	16	46	145	124	103	39	69	100	82	52	50	89	22	10	33	140	129	51	70	85	71
GB42675	1	3	8	0	4	8	0	1	0	4	9	7	1	3	8	0	3	4	0	1	0	4	10	7
GB42678	8	1	5	0	0	2	4	5	1	3	2	2	8	0	6	0	0	2	0	2	1	3	2	3
GB42685	50	565	463	136	130	311	287	233	74	350	340	331	50	565	463	212	205	451	287	233	74	269	259	256
GB42692	3127	814	3138	1597	939	2026	2667	4101	2647	2277	1291	2656	3580	766	3102	2061	1078	2073	2619	4086	2638	2277	1292	2654
GB42693	90	21	100	70	57	174	319	397	261	189	211	83	101	23	50	46	44	150	319	396	260	189	210	82
GB42696	1636	3332	2268	1235	1627	6232	4019	3694	2110	4144	4961	4580	1803	3660	2524	1471	1723	6394	4341	3985	2515	4753	5392	4847
GB42697	36	88	68	65	51	259	67	35	53	121	131	75	21	55	67	65	51	259	57	24	52	89	94	61
GB42699	72	21	91	1	0	2	1	1	21	30	70	31	71	26	130	0	0	0	2	2	21	30	70	31
GB42701	7	0	4	1	2	2	2	3	0	3	0	4	4	0	4	1	1	0	3	3	0	0	0	2
GB42702	3	0	1	3	0	3	1	3	3	4	1	0	4	0	0	3	0	3	0	1	0	3	1	0
GB42703	0	31	281	0	0	0	11	2	0	0	10	0	2	29	206	0	0	0	5	1	0	0	0	0
GB42704	4	0	0	0	6	7	1	5	1	0	0	0	5	0	0	0	2	5	2	6	1	0	0	0
GB42706	51	23	58	42	44	91	134	230	132	88	15	35	54	20	53	42	44	91	134	230	132	76	14	31
GB42720	146	210	149	180	66	172	299	433	503	167	123	92	146	210	149	180	66	172	298	433	503	167	123	92
GB42726	0	1	2	0	0	4	12	2	0	0	4	1	0	0	0	0	0	4	12	2	0	0	0	0
GB42727	4	2	12	2	1	2	2	0	1	3	2	3	4	2	12	2	1	2	2	0	1	2	2	3
GB42728	80	50	93	36	37	151	33	54	34	88	65	63	26	25	44	32	36	162	17	26	21	76	36	50
GB42732	8	51	49	43	47	51	123	137	53	48	30	51	8	51	49	43	47	51	123	137	52	48	30	51
GB42735	3	4	24	13	6	6	11	7	5	6	1	4	2	8	28	12	6	9	15	9	5	1	1	3
GB42737	1	1	1	0	4	5	2	8	5	6	0	2	4	0	8	5	0	0	6	5	9	0	0	1
GB42738	102	533	486	187	95	466	422	435	252	194	237	223	83	491	468	198	99	426	440	422	229	187	236	219
GB42739	10	34	72	11	8	112	38	28	9	20	33	28	10	34	72	11	8	112	38	28	9	1	1	1
GB42740	653	354	1121	672	252	738	1137	1249	977	1485	871	1078	839	410	1227	694	253	756	1100	1061	879	1534	881	1070
GB42751	4	2	7	1	1	10	21	9	11	11	11	4	4	2	7	1	2	0	20	9	11	11	11	4
GB42753	86	253	165	101	99	182	211	285	173	70	66	52	86	253	165	101	99	182	211	285	173	82	67	54
GB42755	54	283	260	62	38	263	210	208	146	97	117	102	34	253	251	78	45	225	228	196	124	91	117	97
GB42756	3	0	0	0	2	0	2	3	9	0	1	0	3	0	0	0	2	1	2	3	9	0	1	0
GB42757	0	1	3	3	0	2	9	9	2	3	3	11	0	0	0	2	1	0	8	7	1	2	2	7
GB42761	1021	568	1190	487	130	702	1100	1874	1185	649	241	892	1050	616	903	497	102	669	875	1942	911	331	169	297
GB42762	241	13	232	128	34	138	192	259	216	176	47	157	189	8	182	121	34	141	99	119	136	132	34	102
GB42763	1	0	1	2	0	1	2	0	4	4	1	2	0	0	2	1	0	1	2	0	2	3	0	2
GB42764	10	0	7	10	0	15	19	34	32	9	3	6	3	0	3	13	0	6	18	31	32	2	2	4
GB42780	105	154	116	53	48	177	229	206	120	117	128	74	105	154	116	53	48	177	112	83	74	117	128	74
GB42783	322	19	405	47	21	293	227	333	200	23	40	13	293	19	405	35	21	301	223	336	200	20	36	8
GB42784	12	1	8	7	7	15	12	9	10	15	5	10	15	2	7	6	10	12	4	3	6	0	2	0
GB42787	1883	1104	2847	2121	1029	4414	7329	10848	5724	3323	1460	3356	1905	1074	2866	2203	1047	4661	7108	10637	5593	3188	1322	3111
GB42792	2158	530	2725	1269	2079	7818	4198	2338	1721	2881	2746	3480	2227	549	2833	1275	2088	7828	4188	2330	1703	2879	2746	3478
GB42793	361	254	635	159	219	752	393	283	215	189	196	230	360	254	634	156	219	747	395	281	213	135	117	152
GB42795	0	2	0	0	2	8	0	1	0	0	0	1	0	4	0	0	4	14	1	0	0	0	1	0
GB42796	0	0	1	3	0	8	0	7	19	9	3	4	0	1	0	3	5	8	0	7	19	9	1	2
GB42798	662	2183	8	421	719	2226	1654	1313	2169	3291	2436	2660	666	2185	9	421	719	2226	1654	1275	2167	3204	2380	2597
GB42799	48	27	24	121	0	3	234	258	610	78	0	0	48	27	36	126	0	3	236	258	606	78	1	0
GB42800	431	1365	47	173	140	130	856	1385	395	298	55	148	431	1364	152	272	92	98	856	1385	397	310	54	107
GB42801	168	905	155	208	130	449	2316	3521	1928	2591	1790	2105	429	2568	1897	1140	411	1087	2461	3621	2031	1791	903	1327
GB42802	1417	6781	2905	2174	392	5253	3378	3203	1776	5952	3958	4579	1485	7857	3428	2135	254	1723	3178	3122	1761	6226	4220	4639
GB42804	192	139	820	481	370	815	446	323	314	593	435	658	209	78	627	410	102	323	542	323	239	621	487	661
GB42806	47	26	84	15	3	34	40	36	36	20	12	19	61	129	38	130	24	20	61	61	31	11	7	45
GB42807	162	119	995	345	203	318	702	341	396	348	15	22	288	316	869	567	274	397	634	686	148	662	7	64
GB42808	3	1	3	0	0	2	6	3	0	3	0	1	3	2	2	0	1	0	3	1	1	1	0	0
GB42816	0	0	0	1	7	0	1	3	0	2	1	1	0	0	0	1	7	0	0	3	0	2	1	1
GB42820	76	161	89	85	47	129	177	184	172	100	89	71	29	14	27	85	47	129	177	184	172	100	89	71
GB42822	1	41	11	6	6	27	10	15	0	1	10	3	1	41	10	0	2	4	16	15	9	1	7	5
GB42823	0	0	0	2	4	25	18	19	4	5	6	9	4	6	6	0	0	0	18	21	4	5	6	9
GB42824	74	40	73	44	32	85	132	167	81	49	67	44	74	40	71	42	25	59	120	161	84	25	20	17
GB42825	4	0	7	0	0	3	3	2	1	1	4	1	0	2	5	0	1	1	6	2	0	1	3	0
GB42829	372	2306	484	568	710	2131	2944	1643	1241	1175	2231	2440	391	2201	479	592	690	1579	1945	1120	887	1191	2267	2446
GB42835	5	41	27	1	8	79	88	47	2	8	31	28	4	41	27	1	8	79	88	47	3	7	29	16
GB42838	20	25	43	18	23	56	73	102	72	49	19	21	20	25	43	18	23	56	72	101	71	39	19	21
GB42843	0	6	2	0	0	0	0	2	0	0	0	0	0	6	2	0	0	0	0	3	1	0	1	0
GB42847	4	18	14	1	4	60	44	21	6	7	20	13	4	18	14	2	7	0	44	21	6	7	20	13
GB42849	23	29	3	59	13	69	58	27	106	47	39	78	34	70	16	41	8	70	70	40	113	45	50	85
GB42850	286	25	369	269	182	238	319	660	341	336	195	168	280	29	364	270	195	251	294	563	333	337	196	167
GB42851	1	0	3	1	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	2	1	0	0	0
GB42853	1	0	6	0	4	0	11	12	0	1	2	1	1	0	6	0	2	0	11	13	0	0	0	1
GB42855	4	2	2	3	8	10	11	15	4	7	16	3	3	4	2	3	8	9	11	15	4	7	14	3
GB42856	75	143	130	80	56	185	333	306	183	158	151	261	98	185	148	78	53	143	241	176	90	157	151	261
GB42857	1	0	1	0	0	1	1	1	2	1	1	0	4	1	1	0	0	0	1	2	1	0	0	0
GB42858	13	29	107	3	2	61	27	43	3	26	0	7	7	26	99	2	4	63	28	43	2	25	1	2
GB42861	326	614	187	211	120	333	392	733	331	568	625	468	322	615	187	202	119	316	387	737	332	568	626	468
GB42865	47	26	36	24	17	46	36	47	24	59	52	37	39	17	34	24	17	46	37	44	23	54	35	27
GB42866	29	8	88	18	11	62	18	24	46	111	14	54	44	19	127	25	18	79	28	49	52	119	24	59
GB42867	11	3	18	6	5	3	4	9	1	5	11	5	6	0	8	7	2	5	2	5	1	3	3	9
GB42873	36	24	156	152	72	208	236	254	248	100	76	90	44	23	152	164	68	180	222	326	232	100	76	96
