""	X8754AD	X875cAD	X875gAD	X8820AD	X882cAD	X882pAD	X888aAD	X888hAD	X888jAD	X894bAD	X894qAD	X894rAD	X8754AQ	X875cAQ	X875gAQ	X8820AQ	X882cAQ	X882pAQ	X888aAQ	X888hAQ	X888jAQ	X894bAQ	X894qAQ	X894rAQ
GB48056	3	1	17	2	2	27	10	5	0	24	9	18	3	1	17	6	2	1	10	5	0	0	2	25
GB48057	286	2	634	108	54	1	2	1	0	741	164	146	286	2	561	90	37	0	1	2	0	740	166	148
GB48058	2640	2	2057	3040	717	2414	4023	4841	5881	2927	1645	2563	2965	50	2494	3207	755	2516	4020	4847	5884	2578	1549	2365
GB48059	3501	593	2610	2104	765	2300	3630	5500	4498	2986	1468	2353	2804	406	2294	2153	796	1557	3466	5480	4495	2234	1282	2109
GB48061	210	139	333	213	75	237	409	614	529	325	91	424	157	130	292	210	75	206	340	518	440	252	77	427
GB48062	1	77	85	79	76	57	105	99	92	212	46	54	1	79	83	79	72	54	106	118	104	152	47	67
GB48066	1	10	68	8	2	27	20	29	11	16	19	26	1	9	68	6	3	28	22	27	11	16	19	26
GB48068	16	0	16	0	0	4	4	14	0	4	4	12	0	0	8	6	0	4	4	14	1	4	4	12
GB48078	3	1	9	1	0	2	4	3	1	2	2	1	2	3	6	3	1	8	2	4	2	1	4	7
GB48079	4	257	0	0	32	11	8	0	9	29	732	38	4	257	0	0	32	11	4	0	0	29	732	38
GB48080	0	1	0	0	0	0	3	1	0	1	0	0	1	6	0	0	0	0	3	1	0	0	0	0
GB48087	8	8	9	1	1	10	11	5	0	12	1	5	6	5	10	0	0	9	11	2	1	13	0	6
GB48095	47	71	24	52	42	46	113	131	43	49	29	57	0	0	38	4	7	52	27	19	17	25	24	0
GB48097	80	63	64	21	36	85	42	135	45	79	17	68	102	84	57	4	8	84	62	140	56	70	38	48
GB48098	0	0	2	0	0	1	2	3	0	2	1	2	0	0	1	0	0	2	0	1	3	2	1	2
GB48109	14	42	18	41	46	50	21	109	48	83	91	16	12	30	8	31	36	48	16	100	44	55	60	3
GB48110	1	4	3	1	2	0	5	3	7	1	0	1	1	4	3	0	0	0	0	0	2	0	0	1
GB48112	0	4	3	0	1	7	27	15	0	6	11	1	0	4	3	0	0	4	0	0	0	0	0	2
GB48113	46	3	26	20	11	24	37	54	62	28	16	40	43	3	24	20	11	22	37	53	62	28	16	40
GB48114	39	17	127	44	34	65	76	124	58	81	48	26	174	35	322	65	21	161	151	226	204	101	35	96
GB48117	154	223	113	24	30	91	135	176	76	69	67	74	154	223	113	8	18	105	98	112	65	43	45	76
GB48118	1	1	7	0	1	1	12	6	0	2	4	3	1	1	7	1	0	5	0	0	1	0	0	2
GB48121	0	3	4	2	3	8	3	1	2	7	5	7	9	3	1	0	2	8	2	1	1	2	1	7
GB48123	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	4
GB48133	1	0	1	18	20	19	6	1	2	47	22	2	0	0	1	12	6	8	6	0	0	37	21	1
GB48134	1	27	5	17	6	58	10	32	35	11	12	18	1	27	5	17	6	58	10	32	35	10	12	17
GB48135	0	2	1	0	0	1	0	1	0	0	0	2	0	2	1	0	0	1	0	1	0	0	0	0
GB48136	34	40	4	48	42	60	92	30	23	70	6	37	33	38	4	48	42	60	90	37	21	69	10	50
GB48137	3	1	2	1	0	0	0	0	1	1	0	0	3	0	2	1	0	2	5	2	2	3	1	3
GB48140	32	27	68	41	17	36	124	135	68	83	41	115	28	27	106	39	15	43	77	135	68	47	71	124
GB48142	7	44	31	0	0	5	13	16	14	13	19	12	8	44	26	1	1	6	15	14	15	13	13	13
GB48143	0	13	3	52	1	0	2	1	0	79	0	3	0	14	2	52	1	1	1	3	1	78	0	0
GB48145	676	111	664	150	179	515	424	358	214	548	481	510	624	88	645	65	92	555	422	360	214	550	478	514
GB48148	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	4	1	0	1	0	0	0
GB48150	81	189	208	77	73	279	220	192	120	179	221	164	81	189	208	77	73	279	219	192	120	179	221	164
GB48151	5	0	9	3	0	8	4	0	0	2	3	2	4	0	9	3	0	8	4	0	0	2	3	2
GB48158	0	0	3	50	44	105	4	2	1	110	25	42	1	0	0	6	4	10	2	5	8	8	5	6
GB48159	1	10	4	0	1	6	0	5	11	3	0	0	1	10	4	0	0	0	0	4	10	6	0	0
GB48161	5	4	11	4	11	6	14	34	32	15	0	17	1	0	8	2	8	2	19	40	32	0	0	9
GB48162	7	1	3	3	2	16	4	8	0	6	2	10	6	1	3	3	2	16	4	8	0	6	2	10
GB48165	3	0	6	2	1	8	26	2	6	11	20	7	2	0	4	2	2	5	2	0	7	11	20	7
GB48167	111	34	1062	131	137	474	271	337	123	674	449	464	104	32	988	9	20	543	113	116	146	88	86	530
GB48169	20	18	38	35	15	31	103	128	42	41	23	20	20	18	38	0	1	30	3	2	39	0	0	19
GB48170	0	4	3	0	1	7	27	15	0	6	11	1	0	4	3	0	0	4	0	0	0	0	0	2
GB48181	4	4	8	4	2	18	9	5	3	6	3	4	8	1	9	0	1	1	14	5	2	7	3	4
GB48183	82	10	16	2	79	201	357	646	3	211	89	7	3	6	17	1	78	205	358	633	2	215	84	5
GB48189	37	16	29	3	12	67	49	52	10	8	32	14	37	16	29	3	12	67	49	52	10	8	4	16
GB48191	0	0	3	0	0	0	13	1	0	0	3	0	0	0	3	0	0	2	13	1	0	0	0	0
GB48192	75	14	124	120	34	94	115	204	147	110	31	78	52	13	89	106	26	97	60	93	76	103	34	59
GB48196	47	97	104	27	10	48	88	53	52	52	20	14	28	65	77	27	10	48	49	43	33	73	25	10
GB48198	34	105	141	3	0	51	27	30	20	6	11	4	33	105	141	1	1	0	27	30	20	5	11	8
GB48200	2	4	4	0	0	1	3	9	8	4	1	0	2	4	4	0	2	0	3	9	8	4	1	0
GB48202	0	0	0	0	0	0	9	1	0	0	0	0	1	0	0	0	0	0	9	1	0	0	0	0
GB48203	96	65	185	142	169	243	373	441	270	239	151	192	55	48	4	111	129	4	373	442	269	233	146	180
GB48204	3	9	9	2	0	7	8	23	21	2	6	4	1	9	1	3	3	0	8	23	21	2	6	4
GB48205	2	1	3	48	3	43	41	6	25	94	19	47	10	3	3	48	1	41	49	15	28	63	6	34
GB48206	0	0	1	0	0	0	3	0	0	0	1	2	0	1	0	0	0	0	3	0	0	0	0	1
GB48207	152	176	312	158	134	540	300	291	222	383	275	287	152	176	312	158	131	505	300	291	222	364	275	289
GB48208	145	443	138	108	36	130	174	270	263	199	131	118	144	425	92	90	32	85	173	269	261	198	131	137
GB48209	3	3	3	1	1	0	7	12	4	5	8	8	2	1	0	1	1	0	7	12	4	0	0	0
GB48210	8	12	3	21	3	18	7	9	18	26	9	13	51	14	40	32	6	37	20	23	27	43	28	19
GB48211	34	105	141	3	0	51	27	30	20	6	11	4	33	105	141	1	1	0	27	30	20	5	11	8
GB48217	25	16	21	19	4	10	34	16	6	24	14	16	23	16	21	8	1	1	18	7	1	4	0	5
GB48225	0	2	1	0	0	2	23	4	0	0	0	1	0	2	1	0	0	1	23	4	0	0	0	1
GB48228	22	29	38	10	7	9	7	14	10	13	6	9	23	29	38	10	7	7	7	14	10	13	6	9
GB48229	157	235	574	222	126	322	227	372	341	230	179	384	119	233	361	211	101	247	149	255	260	121	110	235
GB48230	7	2	21	2	3	6	7	1	1	11	8	3	7	2	21	0	4	0	7	1	1	11	8	3
GB48231	226	69	117	8	8	15	64	23	232	171	5	56	221	92	185	7	8	71	62	22	234	212	6	11
GB48232	11	2	10	3	0	10	15	19	10	5	14	14	3	0	10	1	1	1	15	9	12	3	14	5
GB48234	10	47	83	13	19	91	86	64	38	15	16	42	3	16	9	6	8	21	38	11	7	40	70	109
GB48239	127	171	513	112	51	127	394	316	161	395	271	206	131	165	499	177	121	269	326	264	140	154	77	187
GB48240	0	12	3	0	0	26	9	0	0	9	27	13	0	15	3	0	3	23	9	0	0	15	27	28
GB48241	181	828	202	110	79	340	448	543	363	214	187	93	207	593	153	111	73	318	305	364	246	18	36	122
GB48247	8	8	32	11	9	49	41	70	40	22	20	28	12	11	48	10	4	24	42	68	39	0	12	13
GB48254	13	77	24	7	11	53	34	37	7	17	37	5	13	78	26	6	11	53	31	31	6	0	4	14
GB48256	144	139	111	106	95	238	391	361	270	214	272	191	149	118	101	114	106	243	289	293	174	188	238	179
GB48258	0	0	4	1	0	0	0	0	0	1	0	0	0	0	4	0	0	2	0	1	0	1	0	0
GB48262	295	34	228	171	94	275	385	688	562	217	123	151	245	30	195	139	74	241	386	688	559	205	120	151
GB48269	23	3	30	13	18	21	14	7	10	22	28	35	23	2	31	14	18	21	9	2	3	8	21	25
GB48270	218	60	322	158	54	100	178	342	214	180	86	202	205	55	319	114	60	48	173	314	202	114	28	109
GB48271	60	0	41	9	0	4	38	36	57	17	6	4	59	1	40	9	0	6	35	38	56	15	6	2
GB48274	3	0	27	4	3	0	12	24	15	13	12	15	3	0	15	4	3	0	12	22	15	12	18	27
GB48275	18	6	41	15	1	11	8	33	39	17	12	26	18	6	41	6	0	9	8	32	39	19	12	23
GB48277	4	0	0	0	0	1	1	0	0	0	1	1	4	0	0	0	1	1	0	0	0	0	0	0
GB48278	0	2	4	17	0	2	19	0	2	0	1	1	0	3	3	18	1	0	17	1	5	2	1	0
GB48287	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	2	0	0	1
GB48289	0	4	0	0	0	5	0	0	0	0	2	5	0	3	2	0	0	2	5	1	3	0	3	2
GB48294	6	5	0	1	0	0	2	4	1	5	1	3	0	0	0	1	0	0	0	2	0	5	1	3
GB48295	3	3	2	0	2	1	0	0	0	0	1	4	4	3	2	0	2	1	0	1	0	1	1	4
GB48298	1	49	1	16	4	1	128	3	43	42	1	3	1	33	1	16	5	1	126	3	42	42	1	2
GB48301	716	1385	1570	204	168	1277	664	971	129	840	1361	1011	775	1397	1641	166	167	1329	489	657	195	629	1182	956
GB48306	10	15	13	20	2	18	22	29	21	15	8	12	10	15	13	20	2	18	22	29	21	15	9	12
GB48321	37	167	59	48	127	73	128	209	100	101	94	130	37	167	59	49	127	73	126	207	100	99	91	130
GB48325	3	3	5	6	1	5	6	1	0	3	2	4	0	3	3	6	1	5	3	0	1	3	2	4
GB48326	42	54	94	74	55	157	127	172	131	123	121	118	43	56	98	69	52	149	123	168	132	119	117	112
GB48330	19	6	13	17	8	21	56	42	55	41	15	23	15	0	6	12	3	8	48	43	51	41	15	23
GB48331	637	502	354	332	140	358	599	1368	914	252	54	209	636	503	347	288	30	176	616	1079	1060	243	46	207
GB48332	2	3	6	1	2	4	5	1	6	6	2	2	1	0	0	1	2	4	5	1	6	6	2	2
GB48336	122	47	113	36	22	76	63	101	39	34	24	31	53	23	55	23	6	18	21	63	16	29	39	13
GB48344	4	0	13	2	6	21	22	36	10	21	46	19	8	1	46	1	12	19	27	28	3	9	27	13
GB48345	2	2	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0
GB48350	62	235	98	91	140	309	271	137	126	195	339	222	196	888	434	158	390	1375	1299	454	176	321	1098	730
GB48355	1	0	9	6	3	10	11	6	6	8	3	4	1	0	10	7	2	10	0	0	3	5	2	3
GB48362	82	35	377	152	76	152	195	115	128	148	69	91	82	35	377	151	76	152	196	117	128	148	69	91
GB48375	49	16	12	18	8	34	84	128	72	36	8	14	48	16	12	18	8	35	84	128	72	36	8	14
GB48383	2	1	7	4	0	1	1	1	3	4	0	3	2	1	7	4	0	1	0	1	0	5	1	2
GB48385	97	237	225	10	9	49	106	221	116	107	10	190	86	247	203	11	10	57	82	210	116	112	14	193
GB48386	617	427	670	171	202	426	612	1160	486	359	162	198	622	423	676	169	205	413	606	1151	485	484	302	458
GB48394	40	10	12	3	7	24	38	35	21	23	10	17	10	20	3	6	6	27	18	0	33	30	10	19
GB48395	1	0	1	0	0	10	1	1	4	4	2	5	1	0	1	0	0	0	1	1	2	0	0	1
GB48407	24	8	6	9	4	17	42	64	36	18	4	7	24	8	6	9	4	18	42	64	36	18	4	7
GB48425	294	342	593	257	144	525	584	1008	683	450	258	429	292	335	592	266	169	554	460	831	507	306	164	292
GB48427	7	6	4	0	0	0	3	3	5	5	0	4	4	4	4	1	0	0	1	0	2	3	0	2
GB48434	4	21	4	4	6	10	36	48	13	11	9	8	0	17	4	4	6	10	36	48	13	11	8	8
GB48442	7	42	34	16	10	26	51	68	50	21	12	14	7	42	34	16	10	26	47	68	50	21	12	14
GB48443	482	705	746	325	243	1360	1195	1726	900	1075	781	922	481	702	742	321	240	1287	1163	1681	885	1061	786	867
GB48446	886	453	856	619	204	706	792	1313	744	530	281	439	884	452	857	619	204	646	599	1038	748	547	281	431
GB48447	0	0	0	0	0	1	1	2	1	2	0	2	0	2	0	0	0	1	4	1	0	0	0	0
GB48449	27	13	23	12	7	22	35	48	36	35	16	28	19	12	21	12	7	22	35	48	36	35	16	28
GB48450	27	24	37	22	14	46	36	56	51	55	28	40	19	25	21	22	14	46	36	55	36	55	28	40
GB48453	39	93	103	14	26	169	86	75	41	74	70	96	39	93	103	14	26	169	86	75	41	42	78	102
GB48454	2519	871	5993	2970	2213	5373	3561	3908	2130	3059	2777	4066	2388	767	5739	2981	2115	5079	3576	3731	2127	2899	2838	4182
GB48457	6	20	21	2	5	31	44	44	23	15	14	20	1	1	0	5	7	28	44	44	23	15	14	20
GB48459	59	36	27	22	12	24	43	112	74	17	4	22	55	35	26	26	0	8	40	88	86	17	4	24
GB48460	8	6	7	4	6	12	35	27	41	28	10	15	4	0	0	1	1	0	35	27	41	28	10	15
GB48463	390	396	186	296	183	372	1544	2218	1124	87	9	3	390	396	186	330	180	345	1488	2219	1124	45	9	6
GB48464	0	3	1	2	0	0	0	1	0	0	3	0	0	0	0	2	0	0	0	1	0	0	1	0
GB48469	38	127	64	61	12	69	126	216	159	88	30	37	38	127	64	29	11	61	126	216	159	23	10	14
GB48472	55	0	42	42	28	65	13	25	30	64	29	31	55	2	44	42	28	65	12	23	30	64	29	30
GB48474	50	26	339	31	16	368	33	18	30	234	274	393	31	51	266	32	17	363	80	75	64	223	209	318
GB48475	27	1	58	6	4	2	6	12	4	23	24	76	26	1	58	2	0	7	5	12	4	24	24	76
GB48476	6	22	42	1	0	27	0	6	1	21	12	19	5	20	40	0	3	34	0	7	2	17	7	14
GB48478	9	3	7	0	0	8	4	5	5	3	4	4	2	5	5	0	0	2	2	3	1	1	7	3
GB48480	0	0	0	2	0	1	0	0	0	2	1	2	0	0	1	2	0	1	0	0	0	0	0	0
GB48481	665	579	2630	524	239	1289	580	944	689	971	663	540	648	498	2619	499	212	1246	611	968	701	970	660	535
GB48482	4	9	3	0	1	7	11	5	4	5	11	8	5	9	3	0	0	5	11	5	4	5	13	9
GB48486	6	2	3	1	0	6	2	0	0	12	3	1	6	2	0	0	0	5	1	0	0	12	4	1
GB48489	18	91	34	39	15	79	107	28	40	160	148	114	18	91	34	49	14	90	107	28	41	128	101	84
GB48497	340	383	1959	938	403	2978	1656	2771	1803	1484	1146	1856	340	387	1959	944	408	3050	1654	2775	1800	1488	1147	1854
GB48512	1	4	16	7	7	64	46	13	3	6	13	14	19	105	51	11	31	101	46	13	3	6	12	14
GB48514	26	4	4	8	5	11	11	10	19	14	9	13	24	7	6	8	6	9	13	14	19	10	9	11
GB48515	4	1	9	15	11	0	12	12	20	24	12	8	6	0	8	0	0	0	12	12	20	25	12	8
GB48516	35	3	15	1	6	3	0	31	3	45	0	2	1	1	21	1	0	1	8	19	1	41	4	1
GB48517	32	1	1	0	1	0	2	11	2	31	11	0	30	3	1	0	0	0	2	14	0	32	11	1
GB48518	61	19	77	31	60	54	47	55	30	130	34	58	55	16	55	24	41	48	41	59	26	111	35	33
GB48521	1457	439	1369	763	476	992	1539	5802	1834	1130	354	1484	1438	409	1361	783	462	944	1523	5798	1826	1131	337	1424
GB48524	4	4	9	2	4	7	27	14	4	7	10	2	4	6	11	2	4	7	0	13	0	3	2	3
GB48526	6	11	16	10	16	10	13	26	9	10	33	14	6	11	16	0	0	11	22	0	12	10	33	14
GB48533	85	11	90	17	18	74	99	135	65	42	36	43	85	11	90	17	18	74	99	135	65	1	0	1
GB48539	8	7	43	13	13	54	35	49	15	46	27	22	1	7	3	13	13	54	3	5	2	8	5	25
GB48541	0	3	0	2	9	1	1	0	4	1	5	2	0	2	0	0	9	0	0	0	3	0	0	0
GB48555	38	68	96	70	75	58	182	134	43	30	33	50	39	68	94	70	75	58	182	134	43	30	33	50
GB48557	0	22	36	38	20	56	26	38	46	52	16	28	0	22	34	38	20	56	26	38	46	52	16	28
GB48571	5	3	12	8	0	1	11	4	23	6	2	12	20	7	26	15	2	4	23	14	36	12	4	20
GB48584	2	2	14	16	0	19	27	80	87	6	5	0	0	0	14	13	0	16	27	80	87	6	5	1
GB48586	7	14	64	14	3	13	10	0	24	28	11	24	13	14	64	14	3	21	14	0	24	24	11	31
GB48587	0	1	6	7	4	15	12	12	36	0	1	10	0	0	10	6	4	15	12	13	36	0	0	9
GB48589	19	15	44	27	6	43	60	83	60	35	21	41	24	16	43	27	6	43	60	83	59	35	21	41
GB48603	1	1	0	0	0	0	2	0	0	1	1	1	0	0	1	1	0	1	3	0	0	0	0	0
GB48608	326	366	628	290	91	284	638	626	714	202	108	235	320	355	620	242	70	256	407	586	365	215	133	164
GB48609	21	6	20	12	7	14	22	96	30	15	5	22	21	6	22	12	7	14	22	97	26	15	5	22
GB48611	7	1	1	6	4	3	3	1	4	7	15	1	4	0	1	6	4	3	3	1	4	7	15	1
GB48625	0	5	7	0	1	5	10	9	0	1	7	4	0	5	2	0	1	5	10	9	0	1	7	4
GB48627	0	3	0	0	0	5	2	3	4	2	3	2	2	6	1	0	0	3	0	3	3	2	2	0
GB48634	2	1	0	0	1	2	4	1	0	0	3	0	2	1	0	0	0	0	2	2	0	0	3	0
GB48637	649	61	528	336	133	313	546	671	684	133	130	182	625	42	517	302	140	336	498	618	524	119	128	172
GB48639	91	14	7	15	2	19	87	161	157	14	4	7	71	11	7	24	6	21	49	123	181	16	4	26
GB48653	751	162	839	251	152	395	789	1109	755	422	222	354	718	156	800	255	153	396	785	1101	750	417	222	350
GB48654	66	1	60	28	10	32	67	53	49	24	6	16	67	1	60	28	10	32	66	53	49	24	6	16
GB48655	4380	281	3643	2226	979	2523	4024	4732	4792	1436	883	2063	4367	268	3643	2220	977	2531	4016	4746	4797	1444	877	2053
GB48658	16	35	115	44	13	73	77	58	58	36	56	62	16	38	113	47	7	81	66	73	55	39	53	53
GB48663	0	0	0	1	0	0	11	0	0	0	0	0	1	0	0	1	0	0	5	0	0	0	0	0
GB48664	8	4	1	0	4	12	49	23	9	0	0	2	4	3	1	1	1	3	31	3	7	0	2	0
GB48665	18953	1118	11298	14001	3714	10214	15532	23689	21843	9177	3521	6358	19047	1095	6807	14005	3178	9185	13690	20815	18025	8971	3487	6375
GB48669	6	33	27	7	17	48	22	44	6	17	17	12	6	33	28	7	17	48	19	0	1	17	17	12
GB48670	3	76	273	100	93	201	263	306	92	164	127	162	2	77	275	101	91	200	264	307	90	163	128	163
GB48672	7	15	5	11	4	14	14	15	30	14	4	2	28	73	19	47	33	78	75	83	102	68	28	27
GB48676	4	9	15	14	15	41	32	40	7	22	25	23	4	8	15	14	15	41	32	40	7	22	25	23
GB48677	0	5	7	0	1	5	10	9	0	1	7	4	0	5	2	0	1	5	10	9	0	1	7	4
GB48684	92	44	22	7	1	49	159	44	13	8	1	6	92	26	12	15	0	55	141	46	11	6	1	4
GB48685	328	176	362	7	6	212	636	1731	327	86	4	85	327	167	354	6	4	215	637	1725	341	93	2	53
GB48686	9	6	2	0	2	6	0	0	0	7	2	0	10	5	3	0	0	6	4	4	4	7	2	0
GB48687	1	0	1	0	0	0	0	0	0	0	1	2	4	2	1	1	1	0	3	0	0	2	1	2
GB48689	20	14	22	2	3	9	17	17	6	7	13	12	7	3	5	5	3	12	13	10	9	3	8	6
GB48690	4	13	12	17	0	3	12	27	39	5	3	5	4	1	12	21	0	3	5	9	14	1	1	2
GB48691	2	3	0	0	1	2	4	13	8	5	0	2	2	4	0	0	1	2	4	13	8	0	0	0
GB48715	3	3	34	74	12	61	145	66	108	18	6	55	15	4	108	76	16	69	1	2	3	0	0	0
GB48717	2	7	6	4	0	7	22	2	8	0	1	3	1	4	6	4	0	4	22	1	8	0	2	0
GB48718	6	13	13	0	0	4	6	3	7	4	3	2	22	27	13	3	8	26	18	14	7	6	9	13
GB48719	0	1	0	13	1	5	2	11	2	3	3	12	0	6	0	13	1	5	2	10	2	3	3	12
GB48720	73	101	60	78	32	130	205	333	149	115	22	39	90	94	47	76	30	131	205	333	149	115	23	39
GB48723	0	0	2	5	1	5	2	3	1	1	3	0	0	0	0	5	1	5	1	1	0	1	3	0
GB48727	1	0	4	1	0	7	3	2	1	1	3	4	1	0	2	0	1	5	3	2	1	4	3	4
GB48735	26	83	10	0	1	2	91	1	74	6	3	1	0	58	0	1	0	1	63	3	44	0	3	0
GB48742	1	0	0	0	4	6	0	1	2	4	0	0	1	0	0	0	4	6	0	1	0	0	1	0
GB48745	132	143	221	125	102	275	259	186	112	266	93	205	160	129	156	128	97	278	251	198	112	135	63	92
GB48748	732	238	1189	1235	325	1360	1628	2410	2085	1179	480	726	715	229	1098	1138	315	1349	1608	2407	2084	1180	470	726
GB48755	1068	342	928	421	315	1112	980	982	596	777	619	718	1061	359	928	417	313	1110	912	966	595	775	616	712
GB48763	101	65	43	47	25	95	90	278	111	32	8	6	6	2	49	47	25	95	94	25	14	3	0	0
GB48764	556	298	278	400	150	401	790	1451	1030	298	42	80	558	294	278	400	150	405	790	1442	1030	299	42	82
GB48765	91	151	396	88	67	240	233	338	228	152	132	114	79	160	164	90	47	195	184	229	135	128	107	87
GB48768	97	127	145	165	63	207	212	288	352	227	85	136	119	145	57	104	32	210	225	230	268	239	88	136
GB48769	0	8	0	0	0	8	4	20	16	0	0	0	0	9	0	0	0	8	0	12	12	0	0	0
GB48786	10	5	15	0	0	0	14	0	0	0	0	15	10	0	15	0	0	0	11	0	0	0	0	15
GB48787	180	262	399	107	98	165	125	191	261	174	133	419	162	261	323	180	104	114	126	240	293	164	129	327
GB48788	394	284	332	247	97	191	206	431	416	502	155	351	392	285	329	247	95	188	167	422	470	522	163	356
GB48789	77	28	72	40	8	15	72	203	108	33	6	16	74	19	36	15	2	14	54	130	72	29	3	10
GB48794	67	15	66	39	0	45	63	55	57	94	50	170	71	16	67	35	0	59	33	65	67	94	44	168
GB48795	75	92	142	33	49	197	165	98	27	81	101	139	74	83	132	13	35	148	9	69	26	58	71	96
GB48796	34	13	27	22	10	13	34	23	12	12	31	83	36	30	4	17	11	8	27	22	13	5	15	61
GB48797	59	337	175	100	106	476	286	223	133	296	337	236	59	337	175	100	106	473	285	222	133	296	333	235
GB48806	5	0	1	0	2	11	1	1	3	1	0	1	2	0	2	1	2	8	0	2	2	3	1	0
GB48808	14	1	6	13	8	23	18	28	18	9	0	9	4	5	16	11	3	6	18	28	18	7	0	9
GB48811	116	83	114	62	49	124	123	260	146	84	44	62	114	83	114	61	48	125	123	260	145	84	44	61
GB48813	2	2	15	3	11	16	5	53	23	23	5	9	0	3	12	4	11	12	4	53	22	23	9	9
GB48814	0	1	2	0	10	16	0	1	5	10	0	1	0	0	0	0	10	15	0	0	0	1	0	0
GB48815	96	57	92	63	18	63	84	168	171	81	36	27	96	57	90	63	18	63	85	169	172	81	36	27
GB48816	633	469	399	133	285	780	921	1140	1191	1003	81	366	586	451	389	316	45	186	467	780	643	865	72	349
GB48821	2	2	12	0	1	18	8	4	1	2	16	8	0	0	0	0	1	18	9	6	1	2	16	8
GB48828	0	4	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	5	8	0	0	1	1
GB48829	4	27	14	0	7	25	21	25	7	16	18	13	4	27	14	0	7	25	19	26	7	16	18	13
GB48838	1074	189	637	178	151	442	693	2028	812	894	309	920	394	57	668	245	91	455	156	372	737	128	116	518
GB48840	294	34	422	300	135	416	453	655	496	316	186	330	310	50	429	300	135	416	454	655	496	316	186	331
GB48842	1	1	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	3	4	3	3	9	6	2
GB48845	66	1	22	36	33	61	65	86	18	40	34	24	1	4	40	0	0	59	0	1	25	25	1	0
GB48848	188	371	425	376	212	758	673	939	545	428	312	364	188	366	424	376	212	756	675	936	544	428	312	364
GB48852	235	462	535	471	265	969	842	1178	684	536	392	455	238	459	536	472	266	955	851	1176	691	548	393	464
GB48855	4	11	6	0	3	9	12	22	0	0	5	6	4	11	6	0	3	9	12	22	0	0	1	1
GB48858	0	0	1	0	1	3	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0
GB48863	305	38	438	301	139	426	463	662	497	324	193	334	314	54	434	302	137	430	460	661	499	337	208	352
GB48864	5876	771	3934	3890	1462	1473	3966	9557	6786	2567	1269	3596	5385	760	3755	3469	1942	1734	3728	8375	7006	2341	1262	3582
GB48867	14	9	5	1	2	12	24	9	8	2	5	3	11	21	8	0	6	21	27	18	13	5	13	10
GB48879	0	2	1	0	0	0	4	0	0	1	0	0	0	2	1	0	0	0	4	0	0	0	0	0
GB48881	2	19	33	30	20	151	69	79	18	57	125	63	1	57	6	30	20	151	69	79	18	57	125	63
GB48884	68	82	76	74	38	85	88	153	132	92	43	59	68	82	76	74	38	85	88	153	132	92	43	60
GB48887	459	394	993	360	240	690	754	1983	721	513	303	485	450	395	900	360	240	693	754	1980	720	511	302	484
GB48900	2	0	7	2	1	1	3	0	4	1	0	2	2	1	7	0	2	1	5	0	4	1	0	2
GB48905	63	206	114	99	165	383	329	346	235	326	286	242	63	206	133	99	165	383	329	345	234	326	286	242
GB48912	3378	290	8485	2852	1782	4201	3081	4232	3836	3244	2434	5193	3364	285	8284	2847	1775	4199	3085	4238	3823	3256	2318	5186
GB48913	1959	228	2282	1383	604	1514	1746	1840	1217	1533	1103	2113	1995	235	2302	1375	603	1536	1786	1879	1223	1538	1101	2112
GB48914	1116	30	1814	395	417	637	656	1210	635	714	434	583	1113	12	1809	394	417	634	646	1194	623	710	423	576
GB48915	32	3	51	50	29	62	49	77	63	64	11	45	34	0	44	50	29	62	49	77	63	64	11	45
GB48916	77	19	54	11	24	54	60	52	18	40	76	50	58	19	58	9	23	45	60	52	18	40	76	50
GB48919	883	65	414	306	49	331	562	1111	572	342	69	169	473	61	361	263	43	290	554	1041	551	345	66	171
GB48920	501	223	154	88	42	85	271	238	221	332	354	216	501	214	136	89	42	86	265	237	250	338	353	222
GB48935	41	95	151	114	29	114	223	402	276	60	10	66	29	91	155	118	32	111	206	390	266	62	10	68
GB48936	0	1	2	0	1	0	1	0	1	0	0	2	1	2	1	0	1	0	2	0	0	0	0	2
GB48937	27	196	76	122	111	87	210	156	206	105	57	77	29	195	81	122	111	87	209	156	203	108	57	77
GB48938	0	1	0	5	1	3	8	1	1	1	0	1	2	0	7	5	1	3	8	1	1	1	2	0
GB48940	95	61	188	95	45	78	156	134	97	106	51	61	78	53	192	95	45	86	149	110	99	95	51	48
GB48941	0	0	8	2	4	3	2	0	4	6	2	0	0	0	10	0	3	1	2	0	4	6	2	0
GB48948	122	0	64	60	39	124	83	82	100	86	62	67	1	0	0	60	39	124	83	82	100	86	62	67
GB48959	6	0	15	0	0	6	15	6	2	7	0	6	6	0	17	0	0	19	15	6	0	4	0	1
GB48960	11	399	471	91	37	342	576	689	45	853	360	753	4	197	436	11	11	308	495	675	28	658	307	623
GB48961	98	7177	599	945	491	3728	1618	925	540	4983	6160	4396	90	6443	626	1023	471	2684	431	225	512	927	1732	939
